,Substructure,Frequency0,Frequency1,Frequency2
2498,CC(C)=C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2499,cccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,0.0,0.0,1.0
2500,ccc(cc)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,0.0,0.0,1.0
2501,cccccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,0.0,0.0,1.0
2502,CC(CS)=C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,0.0,0.0,1.0
2503,CC(C)=C(NC(=O)CNC(=O)C(N)c1ccccc1)C(=O)O,0.0,0.0,1.0
2504,cccc(c)C(N)C(=O)NCCSCC(C)=CC(=O)O,0.0,0.0,1.0
2505,ccc(cc)C(N)C(=O)NCCSCC(C)=CC(=O)O,0.0,0.0,1.0
2506,cccccC(N)C(=O)NCCSCC(C)=CC(=O)O,0.0,0.0,1.0
2507,CC(=CC(=O)O)CSCCNC(=O)Cc1ccccc1,0.0,0.0,1.0
2508,cccc(c)C(N)C(=O)NC1C(=O)N2C=C(C)CSC12,0.0,0.0,1.0
2509,ccc(cc)C(N)C(=O)NC1C(=O)N2C=C(C)CSC12,0.0,0.0,1.0
2510,cccccC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,0.0,0.0,1.0
2511,CC1=CN2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,0.0,0.0,1.0
2512,CC(C)=CN1CC(NC(=O)C(N)c2ccccc2)C1=O,0.0,0.0,1.0
2513,CC(=CNC(=O)CNC(=O)C(N)c1ccccc1)CS,0.0,0.0,1.0
2514,C=C(C)CSCCNC(=O)C(N)c1ccccc1,0.0,0.0,1.0
2515,cccc(c)C(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,0.0,0.0,1.0
2516,ccc(cc)C(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,0.0,0.0,1.0
2517,cccccC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,0.0,0.0,1.0
2518,CC=C(C(=O)O)N1C(=O)C(NC(=O)Cc2ccccc2)C1S,0.0,0.0,1.0
2519,CC=C(C(=O)O)N1CC(NC(=O)C(N)c2ccccc2)C1=O,0.0,0.0,1.0
2520,CC=CN1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,0.0,0.0,1.0
2521,CCCSC1NC(=O)C1NC(=O)C(N)c1ccccc1,0.0,0.0,1.0
2522,cccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,0.0,0.0,1.0
2523,ccc(cc)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,0.0,0.0,1.0
2524,cccccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,0.0,0.0,1.0
2525,O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)O)=CCSC12,0.0,0.0,1.0
2526,NC(C(=O)NCC(=O)NC(=CCS)C(=O)O)c1ccccc1,0.0,0.0,1.0
2527,NC(C(=O)NCCSCC=CC(=O)O)c1ccccc1,0.0,0.0,1.0
2528,NC(C(=O)NC1C(=O)N2C=CCSC12)c1ccccc1,0.0,0.0,1.0
2529,C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,0.0,0.0,1.0
2530,CSC1C(NC(=O)C(N)c2ccccc2)C(=O)N1CC(=O)O,0.0,0.0,1.0
2531,cccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,0.0,0.0,1.0
2532,ccc(cc)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,0.0,0.0,1.0
2533,cccccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,0.0,0.0,1.0
2534,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,0.0,0.0,1.0
2535,CC(C)=C(C(=O)O)N1CC(NC(=O)C(N)c2ccccc2)C1=O,0.0,0.0,1.0
2536,CC(CS)=C(NC(=O)CNC(=O)C(N)c1ccccc1)C(=O)O,0.0,0.0,1.0
2537,CC(=CC(=O)O)CSCCNC(=O)C(N)c1ccccc1,0.0,0.0,1.0
2538,CC1=CN2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.0,0.0,1.0
2539,CC=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,0.0,0.0,1.0
2540,NC(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1ccccc1,0.0,0.0,1.0
2541,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.0,0.0,1.0
2542,ccccCC(=O)NCC(=O)NC,0.0,0.0,1.0
2543,ccccCC(=O)NCC(=O)NCC,0.0,0.0,1.0
2544,ccccCC(=O)NC1CN(C)C1=O,0.0,0.0,1.0
2545,cccc(c)CC(=O)NCC(=O)NC,0.0,0.0,1.0
2546,cccccCC(=O)NCC(=O)NC,0.0,0.0,1.0
2547,ccccCC(=O)NCCSCC,0.0,0.0,1.0
2548,ccccCC(=O)NCC(=O)NCCC,0.0,0.0,1.0
2549,ccccCC(=O)NCC(=O)NCCS,0.0,0.0,1.0
2550,ccccCC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,1.0
2551,ccccCC(=O)NC1CN(CC)C1=O,0.0,0.0,1.0
2552,cccc(c)CC(=O)NCC(=O)NCC,0.0,0.0,1.0
2553,cccccCC(=O)NCC(=O)NCC,0.0,0.0,1.0
2554,ccccCC(=O)NC1C(=O)N(C)C1S,0.0,0.0,1.0
2555,cccc(c)CC(=O)NC1CN(C)C1=O,0.0,0.0,1.0
2556,cccccCC(=O)NC1CN(C)C1=O,0.0,0.0,1.0
2557,ccccCC(=O)NCCSC(C)C,0.0,0.0,1.0
2558,ccccCC(=O)NCC(=O)NCC(C)C,0.0,0.0,1.0
2559,ccccCC(=O)NCC(=O)NCC(C)S,0.0,0.0,1.0
2560,ccccCC(=O)NC1C(=O)NC1SCC,0.0,0.0,1.0
2561,cccc(c)CC(=O)NCCSCC,0.0,0.0,1.0
2562,cccccCC(=O)NCCSCC,0.0,0.0,1.0
2563,ccccCC(=O)NCC(=O)NC(CC)C(=O)O,0.0,0.0,1.0
2564,ccccCC(=O)NC1CN(CCC)C1=O,0.0,0.0,1.0
2565,cccc(c)CC(=O)NCC(=O)NCCC,0.0,0.0,1.0
2566,cccccCC(=O)NCC(=O)NCCC,0.0,0.0,1.0
2567,ccccCC(=O)NCCSCCC(=O)O,0.0,0.0,1.0
2568,ccccCC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,1.0
2569,ccccCC(=O)NC1C(=O)N2CCSC12,0.0,0.0,1.0
2570,cccc(c)CC(=O)NCC(=O)NCCS,0.0,0.0,1.0
2571,cccccCC(=O)NCC(=O)NCCS,0.0,0.0,1.0
2572,ccccCC(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,1.0
2573,cccc(c)CC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,1.0
2574,cccccCC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,1.0
2575,cccc(c)CC(=O)NC1CN(CC)C1=O,0.0,0.0,1.0
2576,cccccCC(=O)NC1CN(CC)C1=O,0.0,0.0,1.0
2577,CCNC(=O)CNC(=O)Cc1ccccc1,0.0,0.0,1.0
2578,cccc(c)CC(=O)NC1C(=O)N(C)C1S,0.0,0.0,1.0
2579,cccccCC(=O)NC1C(=O)N(C)C1S,0.0,0.0,1.0
2580,ccccCC(=O)NCCSC(C)(C)C,0.0,0.0,1.0
2581,ccccCC(=O)NCC(=O)NCC(C)(C)S,0.0,0.0,1.0
2582,ccccCC(=O)NC1C(=O)NC1SC(C)C,0.0,0.0,1.0
2583,cccc(c)CC(=O)NCCSC(C)C,0.0,0.0,1.0
2584,cccccCC(=O)NCCSC(C)C,0.0,0.0,1.0
2585,ccccCC(=O)NCC(=O)NC(C(=O)O)C(C)C,0.0,0.0,1.0
2586,ccccCC(=O)NC1CN(CC(C)C)C1=O,0.0,0.0,1.0
2587,cccc(c)CC(=O)NCC(=O)NCC(C)C,0.0,0.0,1.0
2588,cccccCC(=O)NCC(=O)NCC(C)C,0.0,0.0,1.0
2589,ccccCC(=O)NC1C(=O)N2CC(C)SC12,0.0,0.0,1.0
2590,ccccCC(=O)NCCSC(C)CC(=O)O,0.0,0.0,1.0
2591,ccccCC(=O)NCC(=O)NC(C(=O)O)C(C)S,0.0,0.0,1.0
2592,cccc(c)CC(=O)NCC(=O)NCC(C)S,0.0,0.0,1.0
2593,cccccCC(=O)NCC(=O)NCC(C)S,0.0,0.0,1.0
2594,cccc(c)CC(=O)NC1C(=O)NC1SCC,0.0,0.0,1.0
2595,cccccCC(=O)NC1C(=O)NC1SCC,0.0,0.0,1.0
2596,ccccCC(=O)NC1CN(C(CC)C(=O)O)C1=O,0.0,0.0,1.0
2597,cccc(c)CC(=O)NCC(=O)NC(CC)C(=O)O,0.0,0.0,1.0
2598,cccccCC(=O)NCC(=O)NC(CC)C(=O)O,0.0,0.0,1.0
2599,cccc(c)CC(=O)NC1CN(CCC)C1=O,0.0,0.0,1.0
2600,cccccCC(=O)NC1CN(CCC)C1=O,0.0,0.0,1.0
2601,CCCNC(=O)CNC(=O)Cc1ccccc1,0.0,0.0,1.0
2602,ccccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,1.0
2603,cccc(c)CC(=O)NCCSCCC(=O)O,0.0,0.0,1.0
2604,cccccCC(=O)NCCSCCC(=O)O,0.0,0.0,1.0
2605,cccc(c)CC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,1.0
2606,cccccCC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,1.0
2607,cccc(c)CC(=O)NC1C(=O)N2CCSC12,0.0,0.0,1.0
2608,cccccCC(=O)NC1C(=O)N2CCSC12,0.0,0.0,1.0
2609,O=C(CNC(=O)Cc1ccccc1)NCCS,0.0,0.0,1.0
2610,cccc(c)CC(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,1.0
2611,cccccCC(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,1.0
2612,CC(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,0.0,0.0,1.0
2613,CCN1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2614,ccccCC(=O)NCCSC(C)(C)CC(=O)O,0.0,0.0,1.0
2615,ccccCC(=O)NC1C(=O)N2CC(C)(C)SC12,0.0,0.0,1.0
2616,cccc(c)CC(=O)NCCSC(C)(C)C,0.0,0.0,1.0
2617,cccccCC(=O)NCCSC(C)(C)C,0.0,0.0,1.0
2618,ccccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,0.0,0.0,1.0
2619,cccc(c)CC(=O)NCC(=O)NCC(C)(C)S,0.0,0.0,1.0
2620,cccccCC(=O)NCC(=O)NCC(C)(C)S,0.0,0.0,1.0
2621,cccc(c)CC(=O)NC1C(=O)NC1SC(C)C,0.0,0.0,1.0
2622,cccccCC(=O)NC1C(=O)NC1SC(C)C,0.0,0.0,1.0
2623,CC(C)SCCNC(=O)Cc1ccccc1,0.0,0.0,1.0
2624,ccccCC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,0.0,0.0,1.0
2625,cccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)C,0.0,0.0,1.0
2626,cccccCC(=O)NCC(=O)NC(C(=O)O)C(C)C,0.0,0.0,1.0
2627,cccc(c)CC(=O)NC1CN(CC(C)C)C1=O,0.0,0.0,1.0
2628,cccccCC(=O)NC1CN(CC(C)C)C1=O,0.0,0.0,1.0
2629,CC(C)CNC(=O)CNC(=O)Cc1ccccc1,0.0,0.0,1.0
2630,ccccCC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,0.0,0.0,1.0
2631,cccc(c)CC(=O)NC1C(=O)N2CC(C)SC12,0.0,0.0,1.0
2632,cccccCC(=O)NC1C(=O)N2CC(C)SC12,0.0,0.0,1.0
2633,cccc(c)CC(=O)NCCSC(C)CC(=O)O,0.0,0.0,1.0
2634,cccccCC(=O)NCCSC(C)CC(=O)O,0.0,0.0,1.0
2635,cccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)S,0.0,0.0,1.0
2636,cccccCC(=O)NCC(=O)NC(C(=O)O)C(C)S,0.0,0.0,1.0
2637,CC(S)CNC(=O)CNC(=O)Cc1ccccc1,0.0,0.0,1.0
2638,cccc(c)CC(=O)NC1CN(C(CC)C(=O)O)C1=O,0.0,0.0,1.0
2639,cccccCC(=O)NC1CN(C(CC)C(=O)O)C1=O,0.0,0.0,1.0
2640,CCC(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,0.0,0.0,1.0
2641,CCCN1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2642,cccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,1.0
2643,cccccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,1.0
2644,O=C(O)CCSCCNC(=O)Cc1ccccc1,0.0,0.0,1.0
2645,O=C(Cc1ccccc1)NCC(=O)NC(CS)C(=O)O,0.0,0.0,1.0
2646,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,0.0,0.0,1.0
2647,CC(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2648,ccccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,0.0,1.0
2649,cccc(c)CC(=O)NCCSC(C)(C)CC(=O)O,0.0,0.0,1.0
2650,cccccCC(=O)NCCSC(C)(C)CC(=O)O,0.0,0.0,1.0
2651,cccc(c)CC(=O)NC1C(=O)N2CC(C)(C)SC12,0.0,0.0,1.0
2652,cccccCC(=O)NC1C(=O)N2CC(C)(C)SC12,0.0,0.0,1.0
2653,CC(C)(C)SCCNC(=O)Cc1ccccc1,0.0,0.0,1.0
2654,cccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,0.0,0.0,1.0
2655,cccccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,0.0,0.0,1.0
2656,CC(C)(S)CNC(=O)CNC(=O)Cc1ccccc1,0.0,0.0,1.0
2657,CC(C)SC1NC(=O)C1NC(=O)Cc1ccccc1,0.0,0.0,1.0
2658,cccc(c)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,0.0,0.0,1.0
2659,cccccCC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,0.0,0.0,1.0
2660,CC(C)C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,0.0,0.0,1.0
2661,CC(C)CN1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2662,cccc(c)CC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,0.0,0.0,1.0
2663,cccccCC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,0.0,0.0,1.0
2664,CC1CN2C(=O)C(NC(=O)Cc3ccccc3)C2S1,0.0,0.0,1.0
2665,CC(CC(=O)O)SCCNC(=O)Cc1ccccc1,0.0,0.0,1.0
2666,CC(S)C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,0.0,0.0,1.0
2667,CCC(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2668,O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,1.0
2669,cccc(c)CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,0.0,1.0
2670,cccccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,0.0,1.0
2671,CC(C)(CC(=O)O)SCCNC(=O)Cc1ccccc1,0.0,0.0,1.0
2672,CC1(C)CN2C(=O)C(NC(=O)Cc3ccccc3)C2S1,0.0,0.0,1.0
2673,CC(C)(S)C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,0.0,0.0,1.0
2674,CC(C)C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,0.0,0.0,1.0
2675,CC1SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.0,0.0,1.0
2676,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.0,0.0,1.0
2677,Cl,0.0,0.0,1.0
2678,CCO,0.0,0.0,1.0
2679,CCl,0.0,0.0,1.0
2680,OCS,0.0,0.0,1.0
2681,CCN,0.0,0.0,1.0
2682,CCC(N)=O,0.0,0.0,1.0
2683,CNC,0.0,0.0,1.0
2684,O=CNCCO,0.0,0.0,1.0
2685,CCCO,0.0,0.0,1.0
2686,CCCl,0.0,0.0,1.0
2687,CC(O)CO,0.0,0.0,1.0
2688,CCOC,0.0,0.0,1.0
2689,COCS,0.0,0.0,1.0
2690,CSCO,0.0,0.0,1.0
2691,OCC(O)S,0.0,0.0,1.0
2692,CCCC,0.0,0.0,1.0
2693,CCCN,0.0,0.0,1.0
2694,CCCC(N)=O,0.0,0.0,1.0
2695,CCNC,0.0,0.0,1.0
2696,CC(N)C(N)=O,0.0,0.0,1.0
2697,CCC(=O)NC,0.0,0.0,1.0
2698,CNCC(N)=O,0.0,0.0,1.0
2699,CC(=O)NCCO,0.0,0.0,1.0
2700,CN(C)C,0.0,0.0,1.0
2701,CC(CO)NC=O,0.0,0.0,1.0
2702,O=CNCCCl,0.0,0.0,1.0
2703,O=CNCC(O)CO,0.0,0.0,1.0
2704,COCCNC=O,0.0,0.0,1.0
2705,CCCCO,0.0,0.0,1.0
2706,OCCCCl,0.0,0.0,1.0
2707,CCC(O)CO,0.0,0.0,1.0
2708,CCCOC,0.0,0.0,1.0
2709,CC(C)Cl,0.0,0.0,1.0
2710,COC(C)CO,0.0,0.0,1.0
2711,CC(O)C(O)CO,0.0,0.0,1.0
2712,CCOCS,0.0,0.0,1.0
2713,CCOCCO,0.0,0.0,1.0
2714,OCCOCS,0.0,0.0,1.0
2715,COCSC,0.0,0.0,1.0
2716,COC(S)CO,0.0,0.0,1.0
2717,CSC(O)CO,0.0,0.0,1.0
2718,OCC(O)C(O)S,0.0,0.0,1.0
2719,CCCCC,0.0,0.0,1.0
2720,CCC(C)C,0.0,0.0,1.0
2721,CCCCN,0.0,0.0,1.0
2722,CC(C)CN,0.0,0.0,1.0
2723,CCCCC(N)=O,0.0,0.0,1.0
2724,CCCNC,0.0,0.0,1.0
2725,C1CCNC1,0.0,0.0,1.0
2726,CCC(N)C(N)=O,0.0,0.0,1.0
2727,CCCC(=O)NC,0.0,0.0,1.0
2728,CCN(C)C,0.0,0.0,1.0
2729,CCNCC(N)=O,0.0,0.0,1.0
2730,CNC(C)C(N)=O,0.0,0.0,1.0
2731,CNC(=O)C(C)N,0.0,0.0,1.0
2732,CCNC(=O)CC,0.0,0.0,1.0
2733,CCC(=O)NCCO,0.0,0.0,1.0
2734,CN(C)CC(N)=O,0.0,0.0,1.0
2735,CNCC(=O)NC,0.0,0.0,1.0
2736,NCC(=O)NCCO,0.0,0.0,1.0
2737,CC(=O)NC(C)CO,0.0,0.0,1.0
2738,CC(=O)NCCCl,0.0,0.0,1.0
2739,CC(=O)NCC(O)CO,0.0,0.0,1.0
2740,COCCNC(C)=O,0.0,0.0,1.0
2741,CCC(CO)NC=O,0.0,0.0,1.0
2742,O=CNC(CO)CCl,0.0,0.0,1.0
2743,CC(NC=O)C(O)CO,0.0,0.0,1.0
2744,COCC(C)NC=O,0.0,0.0,1.0
2745,CC(Cl)CNC=O,0.0,0.0,1.0
2746,COC(CO)CNC=O,0.0,0.0,1.0
2747,O=CNCC(O)C(O)CO,0.0,0.0,1.0
2748,O=CNCCOCS,0.0,0.0,1.0
2749,O=CNCCOCCO,0.0,0.0,1.0
2750,CC(Cl)CCO,0.0,0.0,1.0
2751,CCCC(O)CO,0.0,0.0,1.0
2752,CCCCOC,0.0,0.0,1.0
2753,OCC(O)CCCl,0.0,0.0,1.0
2754,COCCCCl,0.0,0.0,1.0
2755,CCC(CO)OC,0.0,0.0,1.0
2756,CCC(O)C(O)CO,0.0,0.0,1.0
2757,CCCOCS,0.0,0.0,1.0
2758,CCCOCCO,0.0,0.0,1.0
2759,COC(C)C(O)CO,0.0,0.0,1.0
2760,CC(CO)OCS,0.0,0.0,1.0
2761,CC(CO)OCCO,0.0,0.0,1.0
2762,CC(O)C(O)C(O)CO,0.0,0.0,1.0
2763,CCOCSC,0.0,0.0,1.0
2764,CCOC(S)CO,0.0,0.0,1.0
2765,CCOCC(O)CO,0.0,0.0,1.0
2766,OC1COCC(O)C1O,0.0,0.0,1.0
2767,OCC(O)COCS,0.0,0.0,1.0
2768,CSCOCCO,0.0,0.0,1.0
2769,OCCOC(S)CO,0.0,0.0,1.0
2770,COC(CO)SC,0.0,0.0,1.0
2771,COC(S)C(O)CO,0.0,0.0,1.0
2772,CSC(O)C(O)CO,0.0,0.0,1.0
2773,OCC(O)C(O)C(O)S,0.0,0.0,1.0
2774,CCCC(C)C,0.0,0.0,1.0
2775,CCCCCC,0.0,0.0,1.0
2776,CCCCCN,0.0,0.0,1.0
2777,CCC(C)CC,0.0,0.0,1.0
2778,CCC(C)CN,0.0,0.0,1.0
2779,CCCCCC(N)=O,0.0,0.0,1.0
2780,CCCCNC,0.0,0.0,1.0
2781,CC1CCNC1,0.0,0.0,1.0
2782,CNCC(C)C,0.0,0.0,1.0
2783,CC(C)CCC(N)=O,0.0,0.0,1.0
2784,CCCC(N)C(N)=O,0.0,0.0,1.0
2785,CCCCC(=O)NC,0.0,0.0,1.0
2786,CCCNCC(N)=O,0.0,0.0,1.0
2787,CCCN(C)C,0.0,0.0,1.0
2788,NC(=O)C1CCCN1,0.0,0.0,1.0
2789,CN1CCCC1,0.0,0.0,1.0
2790,CCC(N)C(=O)NC,0.0,0.0,1.0
2791,CCC(NC)C(N)=O,0.0,0.0,1.0
2792,CCCC(=O)NCC,0.0,0.0,1.0
2793,CCCC(=O)NCCO,0.0,0.0,1.0
2794,CCN(C)CC(N)=O,0.0,0.0,1.0
2795,CCNCC(=O)NC,0.0,0.0,1.0
2796,CNC(=O)C(C)NC,0.0,0.0,1.0
2797,CC(C(N)=O)N(C)C,0.0,0.0,1.0
2798,CCNC(=O)C(C)N,0.0,0.0,1.0
2799,CC(N)C(=O)NCCO,0.0,0.0,1.0
2800,CCC(=O)NC(C)CO,0.0,0.0,1.0
2801,CCCNC(=O)CC,0.0,0.0,1.0
2802,CCC(=O)NCCCl,0.0,0.0,1.0
2803,CCC(=O)NCC(O)CO,0.0,0.0,1.0
2804,CCC(=O)NCCOC,0.0,0.0,1.0
2805,CNC(=O)CN(C)C,0.0,0.0,1.0
2806,CCNC(=O)CNC,0.0,0.0,1.0
2807,CNCC(=O)NCCO,0.0,0.0,1.0
2808,CC(CO)NC(=O)CN,0.0,0.0,1.0
2809,CCCNC(=O)CN,0.0,0.0,1.0
2810,NCC(=O)NCCCl,0.0,0.0,1.0
2811,NCC(=O)NCC(O)CO,0.0,0.0,1.0
2812,COCCNC(=O)CN,0.0,0.0,1.0
2813,CCC(CO)NC(C)=O,0.0,0.0,1.0
2814,CC(=O)NC(CO)CCl,0.0,0.0,1.0
2815,CC(=O)NC(C)C(O)CO,0.0,0.0,1.0
2816,COCC(C)NC(C)=O,0.0,0.0,1.0
2817,CC(=O)NCC(C)Cl,0.0,0.0,1.0
2818,COC(CO)CNC(C)=O,0.0,0.0,1.0
2819,CC(=O)NCC(O)C(O)CO,0.0,0.0,1.0
2820,CC(=O)NCCOCS,0.0,0.0,1.0
2821,CC(=O)NCCOCCO,0.0,0.0,1.0
2822,CC(Cl)C(CO)NC=O,0.0,0.0,1.0
2823,CCC(NC=O)C(O)CO,0.0,0.0,1.0
2824,CCC(COC)NC=O,0.0,0.0,1.0
2825,O=CNC(CCl)C(O)CO,0.0,0.0,1.0
2826,COCC(CCl)NC=O,0.0,0.0,1.0
2827,COC(CO)C(C)NC=O,0.0,0.0,1.0
2828,CC(NC=O)C(O)C(O)CO,0.0,0.0,1.0
2829,CC(COCS)NC=O,0.0,0.0,1.0
2830,CC(COCCO)NC=O,0.0,0.0,1.0
2831,O=CNCC(CO)OCS,0.0,0.0,1.0
2832,O=CNCC(CO)OCCO,0.0,0.0,1.0
2833,COC(CNC=O)C(O)CO,0.0,0.0,1.0
2834,O=CNCC(O)C(O)C(O)CO,0.0,0.0,1.0
2835,O=CNCCOC(S)CO,0.0,0.0,1.0
2836,CSCOCCNC=O,0.0,0.0,1.0
2837,O=CNCCOCC(O)CO,0.0,0.0,1.0
2838,CC(Cl)CC(O)CO,0.0,0.0,1.0
2839,COCCC(C)Cl,0.0,0.0,1.0
2840,CCCC(CO)OC,0.0,0.0,1.0
2841,CCCC(O)C(O)CO,0.0,0.0,1.0
2842,CCCCOCS,0.0,0.0,1.0
2843,CCCCOCCO,0.0,0.0,1.0
2844,COC(CO)CCCl,0.0,0.0,1.0
2845,OCC(O)C(O)CCCl,0.0,0.0,1.0
2846,SCOCCCCl,0.0,0.0,1.0
2847,OCCOCCCCl,0.0,0.0,1.0
2848,CCC(CO)OCS,0.0,0.0,1.0
2849,CCC(CO)OCCO,0.0,0.0,1.0
2850,CCC(OC)C(O)CO,0.0,0.0,1.0
2851,CCC(O)C(O)C(O)CO,0.0,0.0,1.0
2852,CCCOC(S)CO,0.0,0.0,1.0
2853,CCCOCSC,0.0,0.0,1.0
2854,CCCOCC(O)CO,0.0,0.0,1.0
2855,CC(OCS)C(O)CO,0.0,0.0,1.0
2856,CC1OCC(O)C(O)C1O,0.0,0.0,1.0
2857,CC(CO)OC(S)CO,0.0,0.0,1.0
2858,CSCOC(C)CO,0.0,0.0,1.0
2859,CCOC(CO)SC,0.0,0.0,1.0
2860,CCOC(S)C(O)CO,0.0,0.0,1.0
2861,OC1COC(S)C(O)C1O,0.0,0.0,1.0
2862,CSCOCC(O)CO,0.0,0.0,1.0
2863,CSC(CO)OCCO,0.0,0.0,1.0
2864,COC(SC)C(O)CO,0.0,0.0,1.0
2865,CSC(O)C(O)C(O)CO,0.0,0.0,1.0
2866,CCCC(C)CC,0.0,0.0,1.0
2867,CCCC(C)CN,0.0,0.0,1.0
2868,CCCCCCC(N)=O,0.0,0.0,1.0
2869,CCCCCCN,0.0,0.0,1.0
2870,CCCCCNC,0.0,0.0,1.0
2871,CCC(C)CCC(N)=O,0.0,0.0,1.0
2872,CCC1CCNC1,0.0,0.0,1.0
2873,CCC(C)CNC,0.0,0.0,1.0
2874,CCCCC(N)C(N)=O,0.0,0.0,1.0
2875,CCCCCC(=O)NC,0.0,0.0,1.0
2876,CCCCNCC(N)=O,0.0,0.0,1.0
2877,CCCCN(C)C,0.0,0.0,1.0
2878,CC1CNC(C(N)=O)C1,0.0,0.0,1.0
2879,CC1CCN(C)C1,0.0,0.0,1.0
2880,CNC(=O)CCC(C)C,0.0,0.0,1.0
2881,CCCC(N)C(=O)NC,0.0,0.0,1.0
2882,CCCC(NC)C(N)=O,0.0,0.0,1.0
2883,CCCCC(=O)NCC,0.0,0.0,1.0
2884,CCCCC(=O)NCCO,0.0,0.0,1.0
2885,CCCNCC(=O)NC,0.0,0.0,1.0
2886,CCCN(C)CC(N)=O,0.0,0.0,1.0
2887,CNC(=O)C1CCCN1,0.0,0.0,1.0
2888,CN1CCCC1C(N)=O,0.0,0.0,1.0
2889,CCC(NC)C(=O)NC,0.0,0.0,1.0
2890,CCNC(=O)C(N)CC,0.0,0.0,1.0
2891,CCC(N)C(=O)NCCO,0.0,0.0,1.0
2892,CCCC(=O)NC(C)CO,0.0,0.0,1.0
