,Substructure,Frequencyantibacterial,Frequencynot-antibacterial
606,cnccC=Cc(c)oc[N+]=O,1.0,0.0
607,cnccC=Cc(c)oc[N+][O-],1.0,0.0
608,cnccC=Ccccc[N+]=O,1.0,0.0
609,cnccC=Ccccc[N+][O-],1.0,0.0
610,cnccC=Ccoc(c)[N+]=O,1.0,0.0
611,cnccC=Ccoc(c)[N+][O-],1.0,0.0
612,cnccC=Ccoc[N+](=O)[O-],1.0,0.0
613,cnnc(c)C=Cc1ccco1,1.0,0.0
614,cnnc(c)C=Cc(c)oc[N+],1.0,0.0
615,cnnc(c)C=Ccccc[N+],1.0,0.0
616,cnnc(c)C=Ccoc(c)[N+],1.0,0.0
617,cnnc(c)C=Ccoc[N+]=O,1.0,0.0
618,cnnc(c)C=Ccoc[N+][O-],1.0,0.0
619,cnncC=Cc1ccc([N+])o1,1.0,0.0
620,cnncC=Cc(c)oc[N+]=O,1.0,0.0
621,cnncC=Cc(c)oc[N+][O-],1.0,0.0
622,cnncC=Ccccc[N+]=O,1.0,0.0
623,cnncC=Ccccc[N+][O-],1.0,0.0
624,cnncC=Ccoc(c)[N+]=O,1.0,0.0
625,cnncC=Ccoc(c)[N+][O-],1.0,0.0
626,cnncC=Ccoc[N+](=O)[O-],1.0,0.0
627,ncc(n)C=Cc1ccc([N+])o1,1.0,0.0
628,ncc(C=Cc1ccco1)nn,1.0,0.0
629,cc(C=Cc(n)cn)oc[N+]=O,1.0,0.0
630,cc(C=Cc(n)cn)oc[N+][O-],1.0,0.0
631,cc(C=Cc(cn)nn)oc[N+],1.0,0.0
632,ncc(n)C=Ccccc[N+]=O,1.0,0.0
633,ncc(n)C=Ccccc[N+][O-],1.0,0.0
634,ncc(C=Ccccc[N+])nn,1.0,0.0
635,cc([N+]=O)ocC=Cc(n)cn,1.0,0.0
636,cc([N+][O-])ocC=Cc(n)cn,1.0,0.0
637,cc([N+])ocC=Cc(cn)nn,1.0,0.0
638,ncc(n)C=Ccoc[N+](=O)[O-],1.0,0.0
639,ncc(C=Ccoc[N+]=O)nn,1.0,0.0
640,ncc(C=Ccoc[N+][O-])nn,1.0,0.0
641,nccC=Cc1ccc([N+]=O)o1,1.0,0.0
642,nccC=Cc1ccc([N+][O-])o1,1.0,0.0
643,cc(C=Cccn)oc[N+](=O)[O-],1.0,0.0
644,nccC=Ccccc[N+](=O)[O-],1.0,0.0
645,cc(ocC=Cccn)[N+](=O)[O-],1.0,0.0
646,cc(n)C=Cc1ccc([N+]=O)o1,1.0,0.0
647,cc(n)C=Cc1ccc([N+][O-])o1,1.0,0.0
648,cc(C=Cc1ccc([N+])o1)nn,1.0,0.0
649,cc(n)C=Cc(c)oc[N+](=O)[O-],1.0,0.0
650,cc(C=Cc(c)oc[N+]=O)nn,1.0,0.0
651,cc(C=Cc(c)oc[N+][O-])nn,1.0,0.0
652,cc(n)C=Ccccc[N+](=O)[O-],1.0,0.0
653,cc(C=Ccccc[N+]=O)nn,1.0,0.0
654,cc(C=Ccccc[N+][O-])nn,1.0,0.0
655,cc(n)C=Ccoc(c)[N+](=O)[O-],1.0,0.0
656,cc(C=Ccoc(c)[N+]=O)nn,1.0,0.0
657,cc(C=Ccoc(c)[N+][O-])nn,1.0,0.0
658,cc(C=Ccoc[N+](=O)[O-])nn,1.0,0.0
659,ccC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
660,ncC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
661,nncC=Cc1ccc([N+]=O)o1,1.0,0.0
662,nncC=Cc1ccc([N+][O-])o1,1.0,0.0
663,cc(C=Ccnn)oc[N+](=O)[O-],1.0,0.0
664,nncC=Ccccc[N+](=O)[O-],1.0,0.0
665,cc(ocC=Ccnn)[N+](=O)[O-],1.0,0.0
666,ccc(o)C=Cc1cnc(N)nn1,1.0,0.0
667,coc(c)C=Cc1cnc(N)nn1,1.0,0.0
668,ccccC=Cc1cnc(N)nn1,1.0,0.0
669,ccocC=Cc1cnc(N)nn1,1.0,0.0
670,Nc1ncc(C=Ccoc[N+])nn1,1.0,0.0
671,nc(N)nccC=Cc1ccco1,1.0,0.0
672,cc(C=Cccnc(n)N)oc[N+],1.0,0.0
673,nc(N)nccC=Ccccc[N+],1.0,0.0
674,cc([N+])ocC=Cccnc(n)N,1.0,0.0
675,nc(N)nccC=Ccoc[N+]=O,1.0,0.0
676,nc(N)nccC=Ccoc[N+][O-],1.0,0.0
677,nc(N)nncC=Cc1ccco1,1.0,0.0
678,cc(C=Ccnnc(n)N)oc[N+],1.0,0.0
679,nc(N)nncC=Ccccc[N+],1.0,0.0
680,cc([N+])ocC=Ccnnc(n)N,1.0,0.0
681,nc(N)nncC=Ccoc[N+]=O,1.0,0.0
682,nc(N)nncC=Ccoc[N+][O-],1.0,0.0
683,nc(C=Cc1ccco1)cncN,1.0,0.0
684,cc(C=Cc(n)cncN)oc[N+],1.0,0.0
685,nc(C=Ccccc[N+])cncN,1.0,0.0
686,cc([N+])ocC=Cc(n)cncN,1.0,0.0
687,nc(C=Ccoc[N+]=O)cncN,1.0,0.0
688,nc(C=Ccoc[N+][O-])cncN,1.0,0.0
689,NcnccC=Cc1ccc([N+])o1,1.0,0.0
690,cc(C=CccncN)oc[N+]=O,1.0,0.0
691,cc(C=CccncN)oc[N+][O-],1.0,0.0
692,NcnccC=Ccccc[N+]=O,1.0,0.0
693,NcnccC=Ccccc[N+][O-],1.0,0.0
694,cc([N+]=O)ocC=CccncN,1.0,0.0
695,cc([N+][O-])ocC=CccncN,1.0,0.0
696,NcnccC=Ccoc[N+](=O)[O-],1.0,0.0
697,cc(C=Cc1ccco1)nncN,1.0,0.0
698,cc(C=Cc(c)oc[N+])nncN,1.0,0.0
699,cc(C=Ccccc[N+])nncN,1.0,0.0
700,cc(C=Ccoc(c)[N+])nncN,1.0,0.0
701,cc(C=Ccoc[N+]=O)nncN,1.0,0.0
702,cc(C=Ccoc[N+][O-])nncN,1.0,0.0
703,NcnncC=Cc1ccc([N+])o1,1.0,0.0
704,cc(C=CcnncN)oc[N+]=O,1.0,0.0
705,cc(C=CcnncN)oc[N+][O-],1.0,0.0
706,NcnncC=Ccccc[N+]=O,1.0,0.0
707,NcnncC=Ccccc[N+][O-],1.0,0.0
708,cc([N+]=O)ocC=CcnncN,1.0,0.0
709,cc([N+][O-])ocC=CcnncN,1.0,0.0
710,NcnncC=Ccoc[N+](=O)[O-],1.0,0.0
711,C(=Cc1ccco1)c1cncnn1,1.0,0.0
712,cc(C=Cc1cncnn1)oc[N+],1.0,0.0
713,[N+]ccccC=Cc1cncnn1,1.0,0.0
714,cc([N+])ocC=Cc1cncnn1,1.0,0.0
715,O=[N+]cocC=Cc1cncnn1,1.0,0.0
716,[O-][N+]cocC=Cc1cncnn1,1.0,0.0
717,ncnncC=Cc1ccc([N+])o1,1.0,0.0
718,cc(C=Ccnncn)oc[N+]=O,1.0,0.0
719,cc(C=Ccnncn)oc[N+][O-],1.0,0.0
720,ncnncC=Ccccc[N+]=O,1.0,0.0
721,ncnncC=Ccccc[N+][O-],1.0,0.0
722,cc([N+]=O)ocC=Ccnncn,1.0,0.0
723,cc([N+][O-])ocC=Ccnncn,1.0,0.0
724,ncnncC=Ccoc[N+](=O)[O-],1.0,0.0
725,ncnccC=Cc1ccc([N+])o1,1.0,0.0
726,cc(C=Cccncn)oc[N+]=O,1.0,0.0
727,cc(C=Cccncn)oc[N+][O-],1.0,0.0
728,ncnccC=Ccccc[N+]=O,1.0,0.0
729,ncnccC=Ccccc[N+][O-],1.0,0.0
730,cc([N+]=O)ocC=Cccncn,1.0,0.0
731,cc([N+][O-])ocC=Cccncn,1.0,0.0
732,ncnccC=Ccoc[N+](=O)[O-],1.0,0.0
733,cncc(n)C=Cc1ccc([N+])o1,1.0,0.0
734,cncc(n)C=Cc(c)oc[N+]=O,1.0,0.0
735,cncc(n)C=Cc(c)oc[N+][O-],1.0,0.0
736,cncc(n)C=Ccccc[N+]=O,1.0,0.0
737,cncc(n)C=Ccccc[N+][O-],1.0,0.0
738,cncc(n)C=Ccoc(c)[N+]=O,1.0,0.0
739,cncc(n)C=Ccoc(c)[N+][O-],1.0,0.0
740,cncc(n)C=Ccoc[N+](=O)[O-],1.0,0.0
741,cnccC=Cc1ccc([N+]=O)o1,1.0,0.0
742,cnccC=Cc1ccc([N+][O-])o1,1.0,0.0
743,cnccC=Cc(c)oc[N+](=O)[O-],1.0,0.0
744,cnccC=Ccccc[N+](=O)[O-],1.0,0.0
745,cnccC=Ccoc(c)[N+](=O)[O-],1.0,0.0
746,cnnc(c)C=Cc1ccc([N+])o1,1.0,0.0
747,cnnc(c)C=Cc(c)oc[N+]=O,1.0,0.0
748,cnnc(c)C=Cc(c)oc[N+][O-],1.0,0.0
749,cnnc(c)C=Ccccc[N+]=O,1.0,0.0
750,cnnc(c)C=Ccccc[N+][O-],1.0,0.0
751,cnnc(c)C=Ccoc(c)[N+]=O,1.0,0.0
752,cnnc(c)C=Ccoc(c)[N+][O-],1.0,0.0
753,cnnc(c)C=Ccoc[N+](=O)[O-],1.0,0.0
754,cnncC=Cc1ccc([N+]=O)o1,1.0,0.0
755,cnncC=Cc1ccc([N+][O-])o1,1.0,0.0
756,cnncC=Cc(c)oc[N+](=O)[O-],1.0,0.0
757,cnncC=Ccccc[N+](=O)[O-],1.0,0.0
758,cnncC=Ccoc(c)[N+](=O)[O-],1.0,0.0
759,ncc(n)C=Cc1ccc([N+]=O)o1,1.0,0.0
760,ncc(n)C=Cc1ccc([N+][O-])o1,1.0,0.0
761,ncc(C=Cc1ccc([N+])o1)nn,1.0,0.0
762,cc(C=Cc(n)cn)oc[N+](=O)[O-],1.0,0.0
763,cc(C=Cc(cn)nn)oc[N+]=O,1.0,0.0
764,cc(C=Cc(cn)nn)oc[N+][O-],1.0,0.0
765,ncc(n)C=Ccccc[N+](=O)[O-],1.0,0.0
766,ncc(C=Ccccc[N+]=O)nn,1.0,0.0
767,ncc(C=Ccccc[N+][O-])nn,1.0,0.0
768,cc(ocC=Cc(n)cn)[N+](=O)[O-],1.0,0.0
769,cc([N+]=O)ocC=Cc(cn)nn,1.0,0.0
770,cc([N+][O-])ocC=Cc(cn)nn,1.0,0.0
771,ncc(C=Ccoc[N+](=O)[O-])nn,1.0,0.0
772,nccC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
773,cc(n)C=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
774,cc(C=Cc1ccc([N+]=O)o1)nn,1.0,0.0
775,cc(C=Cc1ccc([N+][O-])o1)nn,1.0,0.0
776,cc(C=Cc(c)oc[N+](=O)[O-])nn,1.0,0.0
777,cc(C=Ccccc[N+](=O)[O-])nn,1.0,0.0
778,cc(C=Ccoc(c)[N+](=O)[O-])nn,1.0,0.0
779,nncC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
780,Nc1ncc(C=Cc2ccco2)nn1,1.0,0.0
781,cc(C=Cc1cnc(N)nn1)oc[N+],1.0,0.0
782,Nc1ncc(C=Ccccc[N+])nn1,1.0,0.0
783,cc([N+])ocC=Cc1cnc(N)nn1,1.0,0.0
784,Nc1ncc(C=Ccoc[N+]=O)nn1,1.0,0.0
785,Nc1ncc(C=Ccoc[N+][O-])nn1,1.0,0.0
786,nc(N)nccC=Cc1ccc([N+])o1,1.0,0.0
787,cc(C=Cccnc(n)N)oc[N+]=O,1.0,0.0
788,cc(C=Cccnc(n)N)oc[N+][O-],1.0,0.0
789,nc(N)nccC=Ccccc[N+]=O,1.0,0.0
790,nc(N)nccC=Ccccc[N+][O-],1.0,0.0
791,cc([N+]=O)ocC=Cccnc(n)N,1.0,0.0
792,cc([N+][O-])ocC=Cccnc(n)N,1.0,0.0
793,nc(N)nccC=Ccoc[N+](=O)[O-],1.0,0.0
794,nc(N)nncC=Cc1ccc([N+])o1,1.0,0.0
795,cc(C=Ccnnc(n)N)oc[N+]=O,1.0,0.0
796,cc(C=Ccnnc(n)N)oc[N+][O-],1.0,0.0
797,nc(N)nncC=Ccccc[N+]=O,1.0,0.0
798,nc(N)nncC=Ccccc[N+][O-],1.0,0.0
799,cc([N+]=O)ocC=Ccnnc(n)N,1.0,0.0
800,cc([N+][O-])ocC=Ccnnc(n)N,1.0,0.0
801,nc(N)nncC=Ccoc[N+](=O)[O-],1.0,0.0
802,nc(C=Cc1ccc([N+])o1)cncN,1.0,0.0
803,cc(C=Cc(n)cncN)oc[N+]=O,1.0,0.0
804,cc(C=Cc(n)cncN)oc[N+][O-],1.0,0.0
805,nc(C=Ccccc[N+]=O)cncN,1.0,0.0
806,nc(C=Ccccc[N+][O-])cncN,1.0,0.0
807,cc([N+]=O)ocC=Cc(n)cncN,1.0,0.0
808,cc([N+][O-])ocC=Cc(n)cncN,1.0,0.0
809,nc(C=Ccoc[N+](=O)[O-])cncN,1.0,0.0
810,NcnccC=Cc1ccc([N+]=O)o1,1.0,0.0
811,NcnccC=Cc1ccc([N+][O-])o1,1.0,0.0
812,cc(C=CccncN)oc[N+](=O)[O-],1.0,0.0
813,NcnccC=Ccccc[N+](=O)[O-],1.0,0.0
814,cc(ocC=CccncN)[N+](=O)[O-],1.0,0.0
815,cc(C=Cc1ccc([N+])o1)nncN,1.0,0.0
816,cc(C=Cc(c)oc[N+]=O)nncN,1.0,0.0
817,cc(C=Cc(c)oc[N+][O-])nncN,1.0,0.0
818,cc(C=Ccccc[N+]=O)nncN,1.0,0.0
819,cc(C=Ccccc[N+][O-])nncN,1.0,0.0
820,cc(C=Ccoc(c)[N+]=O)nncN,1.0,0.0
821,cc(C=Ccoc(c)[N+][O-])nncN,1.0,0.0
822,cc(C=Ccoc[N+](=O)[O-])nncN,1.0,0.0
823,NcnncC=Cc1ccc([N+]=O)o1,1.0,0.0
824,NcnncC=Cc1ccc([N+][O-])o1,1.0,0.0
825,cc(C=CcnncN)oc[N+](=O)[O-],1.0,0.0
826,NcnncC=Ccccc[N+](=O)[O-],1.0,0.0
827,cc(ocC=CcnncN)[N+](=O)[O-],1.0,0.0
828,[N+]c1ccc(C=Cc2cncnn2)o1,1.0,0.0
829,cc(C=Cc1cncnn1)oc[N+]=O,1.0,0.0
830,cc(C=Cc1cncnn1)oc[N+][O-],1.0,0.0
831,O=[N+]ccccC=Cc1cncnn1,1.0,0.0
832,[O-][N+]ccccC=Cc1cncnn1,1.0,0.0
833,cc([N+]=O)ocC=Cc1cncnn1,1.0,0.0
834,cc([N+][O-])ocC=Cc1cncnn1,1.0,0.0
835,O=[N+]([O-])cocC=Cc1cncnn1,1.0,0.0
836,ncnncC=Cc1ccc([N+]=O)o1,1.0,0.0
837,ncnncC=Cc1ccc([N+][O-])o1,1.0,0.0
838,cc(C=Ccnncn)oc[N+](=O)[O-],1.0,0.0
839,ncnncC=Ccccc[N+](=O)[O-],1.0,0.0
840,cc(ocC=Ccnncn)[N+](=O)[O-],1.0,0.0
841,ncnccC=Cc1ccc([N+]=O)o1,1.0,0.0
842,ncnccC=Cc1ccc([N+][O-])o1,1.0,0.0
843,cc(C=Cccncn)oc[N+](=O)[O-],1.0,0.0
844,ncnccC=Ccccc[N+](=O)[O-],1.0,0.0
845,cc(ocC=Cccncn)[N+](=O)[O-],1.0,0.0
846,cncc(n)C=Cc1ccc([N+]=O)o1,1.0,0.0
847,cncc(n)C=Cc1ccc([N+][O-])o1,1.0,0.0
848,cncc(n)C=Cc(c)oc[N+](=O)[O-],1.0,0.0
849,cncc(n)C=Ccccc[N+](=O)[O-],1.0,0.0
850,cncc(n)C=Ccoc(c)[N+](=O)[O-],1.0,0.0
851,cnccC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
852,cnnc(c)C=Cc1ccc([N+]=O)o1,1.0,0.0
853,cnnc(c)C=Cc1ccc([N+][O-])o1,1.0,0.0
854,cnnc(c)C=Cc(c)oc[N+](=O)[O-],1.0,0.0
855,cnnc(c)C=Ccccc[N+](=O)[O-],1.0,0.0
856,cnnc(c)C=Ccoc(c)[N+](=O)[O-],1.0,0.0
857,cnncC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
858,ncc(n)C=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
859,ncc(C=Cc1ccc([N+]=O)o1)nn,1.0,0.0
860,ncc(C=Cc1ccc([N+][O-])o1)nn,1.0,0.0
861,cc(C=Cc(cn)nn)oc[N+](=O)[O-],1.0,0.0
862,ncc(C=Ccccc[N+](=O)[O-])nn,1.0,0.0
863,cc(ocC=Cc(cn)nn)[N+](=O)[O-],1.0,0.0
864,cc(C=Cc1ccc([N+](=O)[O-])o1)nn,1.0,0.0
865,Nc1ncc(C=Cc2ccc([N+])o2)nn1,1.0,0.0
866,cc(C=Cc1cnc(N)nn1)oc[N+]=O,1.0,0.0
867,cc(C=Cc1cnc(N)nn1)oc[N+][O-],1.0,0.0
868,Nc1ncc(C=Ccccc[N+]=O)nn1,1.0,0.0
869,Nc1ncc(C=Ccccc[N+][O-])nn1,1.0,0.0
870,cc([N+]=O)ocC=Cc1cnc(N)nn1,1.0,0.0
871,cc([N+][O-])ocC=Cc1cnc(N)nn1,1.0,0.0
872,Nc1ncc(C=Ccoc[N+](=O)[O-])nn1,1.0,0.0
873,nc(N)nccC=Cc1ccc([N+]=O)o1,1.0,0.0
874,nc(N)nccC=Cc1ccc([N+][O-])o1,1.0,0.0
875,cc(C=Cccnc(n)N)oc[N+](=O)[O-],1.0,0.0
876,nc(N)nccC=Ccccc[N+](=O)[O-],1.0,0.0
877,cc(ocC=Cccnc(n)N)[N+](=O)[O-],1.0,0.0
878,nc(N)nncC=Cc1ccc([N+]=O)o1,1.0,0.0
879,nc(N)nncC=Cc1ccc([N+][O-])o1,1.0,0.0
880,cc(C=Ccnnc(n)N)oc[N+](=O)[O-],1.0,0.0
881,nc(N)nncC=Ccccc[N+](=O)[O-],1.0,0.0
882,cc(ocC=Ccnnc(n)N)[N+](=O)[O-],1.0,0.0
883,nc(C=Cc1ccc([N+]=O)o1)cncN,1.0,0.0
884,nc(C=Cc1ccc([N+][O-])o1)cncN,1.0,0.0
885,cc(C=Cc(n)cncN)oc[N+](=O)[O-],1.0,0.0
886,nc(C=Ccccc[N+](=O)[O-])cncN,1.0,0.0
887,cc(ocC=Cc(n)cncN)[N+](=O)[O-],1.0,0.0
888,NcnccC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
889,cc(C=Cc1ccc([N+]=O)o1)nncN,1.0,0.0
890,cc(C=Cc1ccc([N+][O-])o1)nncN,1.0,0.0
891,cc(C=Cc(c)oc[N+](=O)[O-])nncN,1.0,0.0
892,cc(C=Ccccc[N+](=O)[O-])nncN,1.0,0.0
893,cc(C=Ccoc(c)[N+](=O)[O-])nncN,1.0,0.0
894,NcnncC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
895,O=[N+]c1ccc(C=Cc2cncnn2)o1,1.0,0.0
896,[O-][N+]c1ccc(C=Cc2cncnn2)o1,1.0,0.0
897,cc(C=Cc1cncnn1)oc[N+](=O)[O-],1.0,0.0
898,O=[N+]([O-])ccccC=Cc1cncnn1,1.0,0.0
899,cc(ocC=Cc1cncnn1)[N+](=O)[O-],1.0,0.0
900,ncnncC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
901,ncnccC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
902,cncc(n)C=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
903,cnnc(c)C=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
904,ncc(C=Cc1ccc([N+](=O)[O-])o1)nn,1.0,0.0
905,Nc1ncc(C=Cc2ccc([N+]=O)o2)nn1,1.0,0.0
906,Nc1ncc(C=Cc2ccc([N+][O-])o2)nn1,1.0,0.0
907,cc(C=Cc1cnc(N)nn1)oc[N+](=O)[O-],1.0,0.0
908,Nc1ncc(C=Ccccc[N+](=O)[O-])nn1,1.0,0.0
909,cc(ocC=Cc1cnc(N)nn1)[N+](=O)[O-],1.0,0.0
910,nc(N)nccC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
911,nc(N)nncC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
912,nc(C=Cc1ccc([N+](=O)[O-])o1)cncN,1.0,0.0
913,cc(C=Cc1ccc([N+](=O)[O-])o1)nncN,1.0,0.0
914,O=[N+]([O-])c1ccc(C=Cc2cncnn2)o1,1.0,0.0
915,Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,1.0,0.0
916,CO,2.0,1.0
917,NC=O,1.0,1.0
918,Cl,1.0,1.0
919,C=O,2.0,1.0
920,CC,1.0,1.0
921,CCO,1.0,1.0
922,COC,1.0,1.0
923,CC(N)=O,1.0,1.0
924,CNC=O,1.0,1.0
925,CCl,1.0,0.0
926,CC=O,2.0,1.0
927,CCC,1.0,1.0
928,CCCO,1.0,0.0
929,CC(C)O,1.0,0.0
930,CCOC,1.0,1.0
931,C=CC,1.0,0.0
932,CCC(N)=O,1.0,0.0
933,CNC(C)=O,1.0,0.0
934,CCNC=O,1.0,0.0
935,C=CCl,1.0,0.0
936,CC=C,1.0,0.0
937,CCC=O,1.0,1.0
938,C=CC=O,1.0,0.0
939,CC(C)=O,1.0,1.0
940,CCCC,1.0,1.0
941,CCCCO,1.0,0.0
942,CCC(C)O,1.0,0.0
943,CCCOC,1.0,0.0
944,COC(C)C,1.0,0.0
945,C=CCCO,1.0,0.0
946,CC=CC,1.0,0.0
947,C=CCC,1.0,0.0
948,CCCC(N)=O,1.0,0.0
949,CCC(=O)NC,1.0,0.0
950,CCNC(C)=O,1.0,0.0
951,C=CCNC=O,1.0,0.0
952,CCCNC=O,1.0,0.0
953,CC=CCl,1.0,0.0
954,CC(=C)C,1.0,0.0
955,CCCC=O,1.0,1.0
956,C=CC=C,1.0,0.0
957,C=CCC=O,1.0,0.0
958,CC(=C)C=O,1.0,0.0
959,CCC(C)=O,1.0,1.0
960,C=CC(C)=O,1.0,0.0
961,CC=CC=O,1.0,0.0
962,CC(=O)CC,1.0,0.0
963,CC(C)C=O,1.0,1.0
964,CCCCC,1.0,0.0
965,CCCCCO,1.0,0.0
966,CCCC(C)O,1.0,0.0
967,CCCCOC,1.0,0.0
968,CCC(C)OC,1.0,0.0
969,CCC(O)CC,1.0,0.0
970,C=CCC(C)O,1.0,0.0
971,C=CCCOC,1.0,0.0
972,CC=CCCO,1.0,0.0
973,CC=CCC,1.0,0.0
974,C=CCCC(N)=O,1.0,0.0
975,CCCC(=O)NC,1.0,0.0
976,CCNC(=O)CC,1.0,0.0
977,C=CCNC(C)=O,1.0,0.0
978,CCCNC(C)=O,1.0,0.0
979,O=CNCC=CCl,1.0,0.0
980,CC(=C)CNC=O,1.0,0.0
981,C=CCCNC=O,1.0,0.0
982,O=CCCCNC=O,1.0,0.0
983,CC(C)=CCl,1.0,0.0
984,C=CC(=C)C,1.0,0.0
985,C=C(C)CC=O,1.0,0.0
986,C=C(CC)C=O,1.0,0.0
987,CCC=CC,1.0,0.0
988,CCCC(C)=O,1.0,1.0
989,C=CC=CCl,1.0,0.0
990,O=CCC=CCl,1.0,0.0
991,C=CC(=C)C=O,1.0,0.0
992,C=CC=CC,1.0,0.0
993,C=CCC(C)=O,1.0,0.0
994,CC(=C)C(C)=O,1.0,0.0
995,CC(C=O)=CC,1.0,0.0
996,CCC(=O)CC,1.0,1.0
997,CC=CC(C)=O,1.0,0.0
998,C=CC(=O)CC,1.0,0.0
999,CCC=CC=O,1.0,0.0
1000,C=CCCC,1.0,0.0
1001,CC(=O)CCC,1.0,0.0
1002,CC(=O)C(C)C,1.0,1.0
1003,CCCCC=O,1.0,0.0
1004,CCC(C)C=O,1.0,1.0
1005,CCCCCCO,1.0,0.0
1006,CCCCC(C)O,1.0,0.0
1007,CCCCCOC,1.0,0.0
1008,CCCC(C)OC,1.0,0.0
1009,CCC(O)CCC,1.0,0.0
1010,CCC(CC)OC,1.0,0.0
1011,C=CCC(O)CC,1.0,0.0
1012,C=CCC(C)OC,1.0,0.0
1013,CC=CCC(C)O,1.0,0.0
1014,CC=CCCOC,1.0,0.0
1015,CCC=CCCO,1.0,0.0
1016,CC=CCCC(N)=O,1.0,0.0
1017,C=CCCC(=O)NC,1.0,0.0
1018,CCCC(=O)NCC,1.0,0.0
1019,C=CCNC(=O)CC,1.0,0.0
1020,CCCNC(=O)CC,1.0,0.0
1021,CC(=C)CNC(C)=O,1.0,0.0
1022,CC(=O)NCC=CCl,1.0,0.0
1023,C=CCCNC(C)=O,1.0,0.0
1024,CC(=O)NCCCC=O,1.0,0.0
1025,CC(=CCl)CNC=O,1.0,0.0
1026,C=CC(=C)CNC=O,1.0,0.0
1027,C=C(CC=O)CNC=O,1.0,0.0
1028,C=C(CCNC=O)C=O,1.0,0.0
1029,CC=CCCNC=O,1.0,0.0
1030,CC(=O)CCCNC=O,1.0,0.0
1031,C=CC(C)=CCl,1.0,0.0
1032,CC(CC=O)=CCl,1.0,0.0
1033,C=C(C)C(=C)C=O,1.0,0.0
1034,C=C(C)C=CC,1.0,0.0
1035,C=C(C)CC(C)=O,1.0,0.0
1036,CCC(C=O)=CC,1.0,0.0
1037,C=C(CC)C(C)=O,1.0,0.0
1038,CCC=CCC,1.0,0.0
1039,CCCC(=O)CC,1.0,1.0
1040,C=C(C=O)C=CCl,1.0,0.0
1041,CC=CC=CCl,1.0,0.0
1042,CC(=O)CC=CCl,1.0,0.0
1043,C=CC(C=O)=CC,1.0,0.0
1044,C=CC(=C)C(C)=O,1.0,0.0
1045,C=CC=CCC,1.0,0.0
1046,C=CCC(=O)CC,1.0,0.0
1047,CC(=CC)C(C)=O,1.0,0.0
1048,CC(=C)C(=O)CC,1.0,0.0
1049,CC(C=O)=CCC,1.0,0.0
1050,CC=CCCC,1.0,0.0
1051,CCC(=O)CCC,1.0,0.0
1052,CCC(=O)C(C)C,1.0,1.0
1053,O=C1C=CCCC1,1.0,0.0
1054,CC=CC(=O)CC,1.0,0.0
1055,C=CC(=O)C(C)C,1.0,0.0
1056,C=CCCCC,1.0,0.0
1057,CC(=O)C(C)CC,1.0,0.0
1058,CCCC(C)C=O,1.0,0.0
1059,CCCCCC(C)O,1.0,0.0
1060,CCCCCCOC,1.0,0.0
1061,CCCCC(C)OC,1.0,0.0
1062,CCC(O)CCCC,1.0,0.0
1063,CCC(CCC)OC,1.0,0.0
1064,C=CCC(O)CCC,1.0,0.0
1065,C=CCC(CC)OC,1.0,0.0
1066,CC=CCC(O)CC,1.0,0.0
1067,CC=CCC(C)OC,1.0,0.0
1068,CCC=CCC(C)O,1.0,0.0
1069,CCC=CCCOC,1.0,0.0
1070,NC(=O)CCC=CCCO,1.0,0.0
1071,CC=CCCC(=O)NC,1.0,0.0
1072,CCNC(=O)CCC=C,1.0,0.0
1073,CCCC(=O)NCC=C,1.0,0.0
1074,CCCNC(=O)CCC,1.0,0.0
1075,CCC(=O)NCC=CCl,1.0,0.0
1076,CC(=C)CNC(=O)CC,1.0,0.0
1077,C=CCCNC(=O)CC,1.0,0.0
1078,CCC(=O)NCCCC=O,1.0,0.0
1079,CC(=CCl)CNC(C)=O,1.0,0.0
1080,C=CC(=C)CNC(C)=O,1.0,0.0
1081,C=C(CC=O)CNC(C)=O,1.0,0.0
1082,C=C(CCNC(C)=O)C=O,1.0,0.0
1083,CC=CCCNC(C)=O,1.0,0.0
1084,CC(=O)CCCNC(C)=O,1.0,0.0
1085,C=CC(=CCl)CNC=O,1.0,0.0
1086,O=CCC(=CCl)CNC=O,1.0,0.0
1087,C=C(C=O)C(=C)CNC=O,1.0,0.0
1088,C=C(C=CC)CNC=O,1.0,0.0
1089,C=C(CC(C)=O)CNC=O,1.0,0.0
1090,CC=C(CCNC=O)C=O,1.0,0.0
