Substructure,Frequency,Percentage1
CCCCC(N)CNC(CC(O)CC(O)CS)C(C)Cl,1,25.0
CCCCC(N)CNC(CC(O)CCCSC)C(C)Cl,1,25.0
CCCCC(N)CNC(CC)CCC(O)C(O)CSC,1,25.0
CCCCC(N)CNC(CCl)CCC(O)C(O)CSC,1,25.0
CCCCC(N)CNC(CCC(O)C(O)CS)C(C)Cl,1,25.0
CCCCC(N)CNC(CCC(O)CCSC)C(C)Cl,1,25.0
CCCCC(N)CNC(CCCC(O)CSC)C(C)Cl,1,25.0
CCCCC(N)CNC(CC)COC(SC)C(O)CO,1,25.0
CCCCC(N)CNC(CCl)COC(SC)C(O)CO,1,25.0
CCCCC(N)CNC(COC(S)C(O)CO)C(C)Cl,1,25.0
CCCCC(N)CNC(COC(CCO)SC)C(C)Cl,1,25.0
CCCCC(N)CNC(COC(SC)C(C)O)C(C)Cl,1,25.0
CCCCC(N)CNCC1OC(SC)C(O)C(O)C1O,1,25.0
CCCCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1,25.0
CCCCCC(=O)NC(CC)C1OCC(O)C(O)C1O,1,25.0
CCCCCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1,25.0
CCCCCC(=O)NC(C)C1OC(SC)CC(O)C1O,1,25.0
CCCCCC(=O)NC(CC)C1OC(S)CC(O)C1O,1,25.0
CCCCCC(=O)NC(CCl)C1OC(S)CC(O)C1O,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1OCCC(O)C1O,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1,25.0
CCCCCC(=O)NC(C)C1OC(SC)C(O)CC1O,1,25.0
CCCCCC(=O)NC(CC)C1OC(S)C(O)CC1O,1,25.0
CCCCCC(=O)NC(CCl)C1OC(S)C(O)CC1O,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1OCC(O)CC1O,1,25.0
CCCCCC(=O)NC(CC)C1OC(SC)CCC1O,1,25.0
CCCCCC(=O)NC(CCl)C1OC(SC)CCC1O,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1OC(S)CCC1O,1,25.0
CCCCCC(=O)NC(CC)C(OCSC)C(O)CO,1,25.0
CCCCCC(=O)NC(CCl)C(OCSC)C(O)CO,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(OCS)C(O)CO,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(OCSC)C(C)O,1,25.0
CCCCCC(=O)NC(C)C1CC(O)C(O)C(SC)O1,1,25.0
CCCCCC(=O)NC(CC)C1CC(O)C(O)C(S)O1,1,25.0
CCCCCC(=O)NC(CCl)C1CC(O)C(O)C(S)O1,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1CC(O)C(O)CO1,1,25.0
CCCCCC(=O)NC(CC)C1CC(O)CC(SC)O1,1,25.0
CCCCCC(=O)NC(CCl)C1CC(O)CC(SC)O1,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1CC(O)CC(S)O1,1,25.0
CCCCCC(=O)NC(CC)C1CCC(O)C(SC)O1,1,25.0
CCCCCC(=O)NC(CCl)C1CCC(O)C(SC)O1,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1CCC(O)C(S)O1,1,25.0
CCCCCC(=O)NC(C(C)Cl)C1CCCC(SC)O1,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(CCO)OCSC,1,25.0
CCCCCC(=O)NC(CC)C(CO)OC(CO)SC,1,25.0
CCCCCC(=O)NC(CCl)C(CO)OC(CO)SC,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(CO)OC(S)CO,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(CO)OC(C)SC,1,25.0
CCCCCC(=O)NC(C(C)Cl)C(C)OC(CO)SC,1,25.0
CCCCCC(=O)NC(C)CC(O)C(O)C(O)CSC,1,25.0
CCCCCC(=O)NC(CC)CC(O)C(O)C(O)CS,1,25.0
CCCCCC(=O)NC(CCl)CC(O)C(O)C(O)CS,1,25.0
CCCCCC(=O)NC(CC(O)C(O)C(C)O)C(C)Cl,1,25.0
CCCCCC(=O)NC(CC)CC(O)C(O)CCSC,1,25.0
CCCCCC(=O)NC(CCl)CC(O)C(O)CCSC,1,25.0
CCCCCC(=O)NC(CC(O)C(O)CCS)C(C)Cl,1,25.0
CCCCCC(=O)NC(CC)CC(O)CC(O)CSC,1,25.0
CCCCCC(=O)NC(CCl)CC(O)CC(O)CSC,1,25.0
CCCCCC(=O)NC(CC(O)CC(O)CS)C(C)Cl,1,25.0
CCCCCC(=O)NC(CC(O)CCCSC)C(C)Cl,1,25.0
CCCCCC(=O)NC(CC)CCC(O)C(O)CSC,1,25.0
CCCCCC(=O)NC(CCl)CCC(O)C(O)CSC,1,25.0
CCCCCC(=O)NC(CCC(O)C(O)CS)C(C)Cl,1,25.0
CCCCCC(=O)NC(CCC(O)CCSC)C(C)Cl,1,25.0
CCCCCC(=O)NC(CCCC(O)CSC)C(C)Cl,1,25.0
CCCCCC(=O)NC(CC)COC(SC)C(O)CO,1,25.0
CCCCCC(=O)NC(CCl)COC(SC)C(O)CO,1,25.0
CCCCCC(=O)NC(COC(S)C(O)CO)C(C)Cl,1,25.0
CCCCCC(=O)NC(COC(CCO)SC)C(C)Cl,1,25.0
CCCCCC(=O)NC(COC(SC)C(C)O)C(C)Cl,1,25.0
CCCCCC(=O)NCC1OC(SC)C(O)C(O)C1O,1,25.0
CCCCCCNC(C)C1OC(SC)C(O)C(O)C1O,1,25.0
CCCCCCNC(CC)C1OC(S)C(O)C(O)C1O,1,25.0
CCCCCCNC(CCl)C1OC(S)C(O)C(O)C1O,1,25.0
CCCCCCNC(C(C)Cl)C1OCC(O)C(O)C1O,1,25.0
CCCCCCNC(CC)C1OC(SC)CC(O)C1O,1,25.0
CCCCCCNC(CCl)C1OC(SC)CC(O)C1O,1,25.0
CCCCCCNC(C(C)Cl)C1OC(S)CC(O)C1O,1,25.0
CCCCCCNC(CC)C1OC(SC)C(O)CC1O,1,25.0
CCCCCCNC(CCl)C1OC(SC)C(O)CC1O,1,25.0
CCCCCCNC(C(C)Cl)C1OC(S)C(O)CC1O,1,25.0
CCCCCCNC(C(C)Cl)C1OC(SC)CCC1O,1,25.0
CCCCCCNC(C(C)Cl)C(OCSC)C(O)CO,1,25.0
CCCCCCNC(CC)C1CC(O)C(O)C(SC)O1,1,25.0
CCCCCCNC(CCl)C1CC(O)C(O)C(SC)O1,1,25.0
CCCCCCNC(C(C)Cl)C1CC(O)C(O)C(S)O1,1,25.0
CCCCCCNC(C(C)Cl)C1CC(O)CC(SC)O1,1,25.0
CCCCCCNC(C(C)Cl)C1CCC(O)C(SC)O1,1,25.0
CCCCCCNC(C(C)Cl)C(CO)OC(CO)SC,1,25.0
CCCCCCNC(CC)CC(O)C(O)C(O)CSC,1,25.0
CCCCCCNC(CCl)CC(O)C(O)C(O)CSC,1,25.0
CCCCCCNC(CC(O)C(O)C(O)CS)C(C)Cl,1,25.0
CCCCCCNC(CC(O)C(O)CCSC)C(C)Cl,1,25.0
CCCCCCNC(CC(O)CC(O)CSC)C(C)Cl,1,25.0
CCCCCCNC(CCC(O)C(O)CSC)C(C)Cl,1,25.0
CCCCCCNC(COC(SC)C(O)CO)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(C)C1OCCC(O)C1O,1,25.0
CCCCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CC)C(O)C(O)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(O)C(O)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(C)C1OCC(O)CC1O,1,25.0
CCCCN(C)CC(=O)NC(C)C1OC(S)CCC1O,1,25.0
CCCCN(C)CC(=O)NC(CC)C1OCCCC1O,1,25.0
CCCCN(C)CC(=O)NC(CCl)C1OCCCC1O,1,25.0
CCCCN(C)CC(=O)NC(CC)C(O)C(O)CCO,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(O)C(O)CCO,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)CC,1,25.0
CCCCN(C)CC(=O)NC(C)C(OCS)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CC)C(OC)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(OC)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(C)C(OCSC)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(CC)C(OCS)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(OCS)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(OC)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(C)C1CC(O)C(O)CO1,1,25.0
CCCCN(C)CC(=O)NC(C)C1CC(O)CC(S)O1,1,25.0
CCCCN(C)CC(=O)NC(CC)C1CC(O)CCO1,1,25.0
CCCCN(C)CC(=O)NC(CCl)C1CC(O)CCO1,1,25.0
CCCCN(C)CC(=O)NC(CC)C(O)CC(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(O)CC(O)CO,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(O)CC(C)O,1,25.0
CCCCN(C)CC(=O)NC(C)C1CCC(O)C(S)O1,1,25.0
CCCCN(C)CC(=O)NC(CC)C1CCC(O)CO1,1,25.0
CCCCN(C)CC(=O)NC(CCl)C1CCC(O)CO1,1,25.0
CCCCN(C)CC(=O)NC(C)C1CCCC(SC)O1,1,25.0
CCCCN(C)CC(=O)NC(CC)C1CCCC(S)O1,1,25.0
CCCCN(C)CC(=O)NC(CCl)C1CCCC(S)O1,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C1CCCCO1,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(O)CCCO,1,25.0
CCCCN(C)CC(=O)NC(C)C(CCO)OCSC,1,25.0
CCCCN(C)CC(=O)NC(CC)C(CCO)OCS,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(CCO)OCS,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(CCO)OC,1,25.0
CCCCN(C)CC(=O)NC(CC)C(CC)OCSC,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(CC)OCSC,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(CC)OCS,1,25.0
CCCCN(C)CC(=O)NC(C)C(CO)OC(S)CO,1,25.0
CCCCN(C)CC(=O)NC(CC)C(CO)OCCO,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(CO)OCCO,1,25.0
CCCCN(C)CC(=O)NC(C)C(CO)OC(C)SC,1,25.0
CCCCN(C)CC(=O)NC(CC)C(CO)OC(C)S,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(CO)OC(C)S,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(CO)OCC,1,25.0
CCCCN(C)CC(=O)NC(CC)C(CO)OCSC,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(CO)OCSC,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(CO)OCS,1,25.0
CCCCN(C)CC(=O)NC(C)C(C)OC(CO)SC,1,25.0
CCCCN(C)CC(=O)NC(CC)C(C)OC(S)CO,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(C)OC(S)CO,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(C)OCCO,1,25.0
CCCCN(C)CC(=O)NC(CC)C(C)OC(C)SC,1,25.0
CCCCN(C)CC(=O)NC(CCl)C(C)OC(C)SC,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(C)OC(C)S,1,25.0
CCCCN(C)CC(=O)NC(C(C)Cl)C(C)OCSC,1,25.0
CCCCN(C)CC(=O)NC(C)CC(O)C(O)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(C)CC(O)C(O)CCS,1,25.0
CCCCN(C)CC(=O)NC(CC)CC(O)C(O)CC,1,25.0
CCCCN(C)CC(=O)NC(CCl)CC(O)C(O)CC,1,25.0
CCCCN(C)CC(=O)NC(CC)CC(O)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CCl)CC(O)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CC(O)C(C)O)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(C)CC(O)CC(O)CS,1,25.0
CCCCN(C)CC(=O)NC(CC)CC(O)CC(C)O,1,25.0
CCCCN(C)CC(=O)NC(CCl)CC(O)CC(C)O,1,25.0
CCCCN(C)CC(=O)NC(C)CC(O)CCCSC,1,25.0
CCCCN(C)CC(=O)NC(CC)CC(O)CCCS,1,25.0
CCCCN(C)CC(=O)NC(CCl)CC(O)CCCS,1,25.0
CCCCN(C)CC(=O)NC(CC(O)CCC)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(CC(O)CCO)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(C)CCC(O)C(O)CS,1,25.0
CCCCN(C)CC(=O)NC(CC)CCC(O)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(CCl)CCC(O)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(C)CCC(O)CCSC,1,25.0
CCCCN(C)CC(=O)NC(CC)CCC(O)CCS,1,25.0
CCCCN(C)CC(=O)NC(CCl)CCC(O)CCS,1,25.0
CCCCN(C)CC(=O)NC(CCC(O)CC)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(CCC(O)CO)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(C)CCCC(O)CSC,1,25.0
CCCCN(C)CC(=O)NC(CC)CCCC(O)CS,1,25.0
CCCCN(C)CC(=O)NC(CCl)CCCC(O)CS,1,25.0
CCCCN(C)CC(=O)NC(CCCC(C)O)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(CC)CCCCCSC,1,25.0
CCCCN(C)CC(=O)NC(CCl)CCCCCSC,1,25.0
CCCCN(C)CC(=O)NC(CCCCCS)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(C)COC(S)C(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CC)COCC(O)CO,1,25.0
CCCCN(C)CC(=O)NC(CCl)COCC(O)CO,1,25.0
CCCCN(C)CC(=O)NC(C)COC(CCO)SC,1,25.0
CCCCN(C)CC(=O)NC(CC)COC(S)CCO,1,25.0
CCCCN(C)CC(=O)NC(CCl)COC(S)CCO,1,25.0
CCCCN(C)CC(=O)NC(COCCCO)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(C)COC(SC)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(CC)COC(S)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(CCl)COC(S)C(C)O,1,25.0
CCCCN(C)CC(=O)NC(COCC(C)O)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(CC)COC(CC)SC,1,25.0
CCCCN(C)CC(=O)NC(CCl)COC(CC)SC,1,25.0
CCCCN(C)CC(=O)NC(COC(S)CC)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(CC)COC(CO)SC,1,25.0
CCCCN(C)CC(=O)NC(CCl)COC(CO)SC,1,25.0
CCCCN(C)CC(=O)NC(COC(S)CO)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NC(COC(C)SC)C(C)Cl,1,25.0
CCCCN(C)CC(=O)NCC1OCC(O)C(O)C1O,1,25.0
CCCCN(C)CC(=O)NCC1OC(S)CC(O)C1O,1,25.0
CCCCN(C)CC(=O)NCC1OC(S)C(O)CC1O,1,25.0
CCCCN(C)CC(=O)NCC1OC(SC)CCC1O,1,25.0
CCCCN(C)CC(=O)NCC(OCSC)C(O)CO,1,25.0
CCCCN(C)CC(=O)NCC1CC(O)C(O)C(S)O1,1,25.0
CCCCN(C)CC(=O)NCC1CC(O)CC(SC)O1,1,25.0
CCCCN(C)CC(=O)NCC1CCC(O)C(SC)O1,1,25.0
CCCCN(C)CC(=O)NCC(CO)OC(CO)SC,1,25.0
CCCCN(C)CC(=O)NCCC(O)C(O)C(O)CS,1,25.0
CCCCN(C)CC(=O)NCCC(O)C(O)CCSC,1,25.0
CCCCN(C)CC(=O)NCCC(O)CC(O)CSC,1,25.0
CCCCN(C)CC(=O)NCCCC(O)C(O)CSC,1,25.0
CCCCN(C)CC(=O)NCCOC(SC)C(O)CO,1,25.0
CCCCN(C)CCNC(C)C1OCC(O)C(O)C1O,1,25.0
CCCCN(C)CCNC(C)C1OC(S)CC(O)C1O,1,25.0
CCCCN(C)CCNC(CC)C1OCCC(O)C1O,1,25.0
CCCCN(C)CCNC(CCl)C1OCCC(O)C1O,1,25.0
CCCCN(C)CCNC(CC)C(O)C(O)C(O)CO,1,25.0
CCCCN(C)CCNC(CCl)C(O)C(O)C(O)CO,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(O)C(O)C(C)O,1,25.0
CCCCN(C)CCNC(C)C1OC(S)C(O)CC1O,1,25.0
CCCCN(C)CCNC(CC)C1OCC(O)CC1O,1,25.0
CCCCN(C)CCNC(CCl)C1OCC(O)CC1O,1,25.0
CCCCN(C)CCNC(C)C1OC(SC)CCC1O,1,25.0
CCCCN(C)CCNC(CC)C1OC(S)CCC1O,1,25.0
CCCCN(C)CCNC(CCl)C1OC(S)CCC1O,1,25.0
CCCCN(C)CCNC(C(C)Cl)C1OCCCC1O,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(O)C(O)CCO,1,25.0
CCCCN(C)CCNC(C)C(OCSC)C(O)CO,1,25.0
CCCCN(C)CCNC(CC)C(OCS)C(O)CO,1,25.0
CCCCN(C)CCNC(CCl)C(OCS)C(O)CO,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(OC)C(O)CO,1,25.0
CCCCN(C)CCNC(CC)C(OCSC)C(C)O,1,25.0
CCCCN(C)CCNC(CCl)C(OCSC)C(C)O,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(OCS)C(C)O,1,25.0
CCCCN(C)CCNC(C)C1CC(O)C(O)C(S)O1,1,25.0
CCCCN(C)CCNC(CC)C1CC(O)C(O)CO1,1,25.0
CCCCN(C)CCNC(CCl)C1CC(O)C(O)CO1,1,25.0
CCCCN(C)CCNC(C)C1CC(O)CC(SC)O1,1,25.0
CCCCN(C)CCNC(CC)C1CC(O)CC(S)O1,1,25.0
CCCCN(C)CCNC(CCl)C1CC(O)CC(S)O1,1,25.0
CCCCN(C)CCNC(C(C)Cl)C1CC(O)CCO1,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(O)CC(O)CO,1,25.0
CCCCN(C)CCNC(C)C1CCC(O)C(SC)O1,1,25.0
CCCCN(C)CCNC(CC)C1CCC(O)C(S)O1,1,25.0
CCCCN(C)CCNC(CCl)C1CCC(O)C(S)O1,1,25.0
CCCCN(C)CCNC(C(C)Cl)C1CCC(O)CO1,1,25.0
CCCCN(C)CCNC(CC)C1CCCC(SC)O1,1,25.0
CCCCN(C)CCNC(CCl)C1CCCC(SC)O1,1,25.0
CCCCN(C)CCNC(C(C)Cl)C1CCCC(S)O1,1,25.0
CCCCN(C)CCNC(CC)C(CCO)OCSC,1,25.0
CCCCN(C)CCNC(CCl)C(CCO)OCSC,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(CCO)OCS,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(CC)OCSC,1,25.0
CCCCN(C)CCNC(C)C(CO)OC(CO)SC,1,25.0
CCCCN(C)CCNC(CC)C(CO)OC(S)CO,1,25.0
CCCCN(C)CCNC(CCl)C(CO)OC(S)CO,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(CO)OCCO,1,25.0
CCCCN(C)CCNC(CC)C(CO)OC(C)SC,1,25.0
CCCCN(C)CCNC(CCl)C(CO)OC(C)SC,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(CO)OC(C)S,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(CO)OCSC,1,25.0
CCCCN(C)CCNC(CC)C(C)OC(CO)SC,1,25.0
CCCCN(C)CCNC(CCl)C(C)OC(CO)SC,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(C)OC(S)CO,1,25.0
CCCCN(C)CCNC(C(C)Cl)C(C)OC(C)SC,1,25.0
CCCCN(C)CCNC(C)CC(O)C(O)C(O)CS,1,25.0
CCCCN(C)CCNC(CC)CC(O)C(O)C(C)O,1,25.0
CCCCN(C)CCNC(CCl)CC(O)C(O)C(C)O,1,25.0
CCCCN(C)CCNC(C)CC(O)C(O)CCSC,1,25.0
CCCCN(C)CCNC(CC)CC(O)C(O)CCS,1,25.0
CCCCN(C)CCNC(CCl)CC(O)C(O)CCS,1,25.0
CCCCN(C)CCNC(CC(O)C(O)CC)C(C)Cl,1,25.0
CCCCN(C)CCNC(CC(O)C(O)CO)C(C)Cl,1,25.0
CCCCN(C)CCNC(C)CC(O)CC(O)CSC,1,25.0
CCCCN(C)CCNC(CC)CC(O)CC(O)CS,1,25.0
CCCCN(C)CCNC(CCl)CC(O)CC(O)CS,1,25.0
CCCCN(C)CCNC(CC(O)CC(C)O)C(C)Cl,1,25.0
CCCCN(C)CCNC(CC)CC(O)CCCSC,1,25.0
CCCCN(C)CCNC(CCl)CC(O)CCCSC,1,25.0
CCCCN(C)CCNC(CC(O)CCCS)C(C)Cl,1,25.0
CCCCN(C)CCNC(C)CCC(O)C(O)CSC,1,25.0
CCCCN(C)CCNC(CC)CCC(O)C(O)CS,1,25.0
CCCCN(C)CCNC(CCl)CCC(O)C(O)CS,1,25.0
CCCCN(C)CCNC(CCC(O)C(C)O)C(C)Cl,1,25.0
CCCCN(C)CCNC(CC)CCC(O)CCSC,1,25.0
CCCCN(C)CCNC(CCl)CCC(O)CCSC,1,25.0
CCCCN(C)CCNC(CCC(O)CCS)C(C)Cl,1,25.0
CCCCN(C)CCNC(CC)CCCC(O)CSC,1,25.0
CCCCN(C)CCNC(CCl)CCCC(O)CSC,1,25.0
CCCCN(C)CCNC(CCCC(O)CS)C(C)Cl,1,25.0
CCCCN(C)CCNC(CCCCCSC)C(C)Cl,1,25.0
CCCCN(C)CCNC(C)COC(SC)C(O)CO,1,25.0
CCCCN(C)CCNC(CC)COC(S)C(O)CO,1,25.0
CCCCN(C)CCNC(CCl)COC(S)C(O)CO,1,25.0
CCCCN(C)CCNC(COCC(O)CO)C(C)Cl,1,25.0
CCCCN(C)CCNC(CC)COC(CCO)SC,1,25.0
CCCCN(C)CCNC(CCl)COC(CCO)SC,1,25.0
CCCCN(C)CCNC(COC(S)CCO)C(C)Cl,1,25.0
CCCCN(C)CCNC(CC)COC(SC)C(C)O,1,25.0
CCCCN(C)CCNC(CCl)COC(SC)C(C)O,1,25.0
CCCCN(C)CCNC(COC(S)C(C)O)C(C)Cl,1,25.0
CCCCN(C)CCNC(COC(CC)SC)C(C)Cl,1,25.0
CCCCN(C)CCNC(COC(CO)SC)C(C)Cl,1,25.0
CCCCN(C)CCNCC1OC(S)C(O)C(O)C1O,1,25.0
CCCCN(C)CCNCC1OC(SC)CC(O)C1O,1,25.0
CCCCN(C)CCNCC1OC(SC)C(O)CC1O,1,25.0
CCCCN(C)CCNCC1CC(O)C(O)C(SC)O1,1,25.0
CCCCN(C)CCNCCC(O)C(O)C(O)CSC,1,25.0
CCCCNCC(=O)NC(C)C1OCC(O)C(O)C1O,1,25.0
CCCCNCC(=O)NC(C)C1OC(S)CC(O)C1O,1,25.0
CCCCNCC(=O)NC(CC)C1OCCC(O)C1O,1,25.0
CCCCNCC(=O)NC(CCl)C1OCCC(O)C1O,1,25.0
CCCCNCC(=O)NC(CC)C(O)C(O)C(O)CO,1,25.0
CCCCNCC(=O)NC(CCl)C(O)C(O)C(O)CO,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(O)C(O)C(C)O,1,25.0
CCCCNCC(=O)NC(C)C1OC(S)C(O)CC1O,1,25.0
CCCCNCC(=O)NC(CC)C1OCC(O)CC1O,1,25.0
CCCCNCC(=O)NC(CCl)C1OCC(O)CC1O,1,25.0
CCCCNCC(=O)NC(C)C1OC(SC)CCC1O,1,25.0
CCCCNCC(=O)NC(CC)C1OC(S)CCC1O,1,25.0
CCCCNCC(=O)NC(CCl)C1OC(S)CCC1O,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C1OCCCC1O,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(O)C(O)CCO,1,25.0
CCCCNCC(=O)NC(C)C(OCSC)C(O)CO,1,25.0
CCCCNCC(=O)NC(CC)C(OCS)C(O)CO,1,25.0
CCCCNCC(=O)NC(CCl)C(OCS)C(O)CO,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(OC)C(O)CO,1,25.0
CCCCNCC(=O)NC(CC)C(OCSC)C(C)O,1,25.0
CCCCNCC(=O)NC(CCl)C(OCSC)C(C)O,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(OCS)C(C)O,1,25.0
CCCCNCC(=O)NC(C)C1CC(O)C(O)C(S)O1,1,25.0
CCCCNCC(=O)NC(CC)C1CC(O)C(O)CO1,1,25.0
CCCCNCC(=O)NC(CCl)C1CC(O)C(O)CO1,1,25.0
CCCCNCC(=O)NC(C)C1CC(O)CC(SC)O1,1,25.0
CCCCNCC(=O)NC(CC)C1CC(O)CC(S)O1,1,25.0
CCCCNCC(=O)NC(CCl)C1CC(O)CC(S)O1,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C1CC(O)CCO1,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(O)CC(O)CO,1,25.0
CCCCNCC(=O)NC(C)C1CCC(O)C(SC)O1,1,25.0
CCCCNCC(=O)NC(CC)C1CCC(O)C(S)O1,1,25.0
CCCCNCC(=O)NC(CCl)C1CCC(O)C(S)O1,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C1CCC(O)CO1,1,25.0
CCCCNCC(=O)NC(CC)C1CCCC(SC)O1,1,25.0
CCCCNCC(=O)NC(CCl)C1CCCC(SC)O1,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C1CCCC(S)O1,1,25.0
CCCCNCC(=O)NC(CC)C(CCO)OCSC,1,25.0
CCCCNCC(=O)NC(CCl)C(CCO)OCSC,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(CCO)OCS,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(CC)OCSC,1,25.0
CCCCNCC(=O)NC(C)C(CO)OC(CO)SC,1,25.0
CCCCNCC(=O)NC(CC)C(CO)OC(S)CO,1,25.0
CCCCNCC(=O)NC(CCl)C(CO)OC(S)CO,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(CO)OCCO,1,25.0
CCCCNCC(=O)NC(CC)C(CO)OC(C)SC,1,25.0
CCCCNCC(=O)NC(CCl)C(CO)OC(C)SC,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(CO)OC(C)S,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(CO)OCSC,1,25.0
CCCCNCC(=O)NC(CC)C(C)OC(CO)SC,1,25.0
CCCCNCC(=O)NC(CCl)C(C)OC(CO)SC,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(C)OC(S)CO,1,25.0
CCCCNCC(=O)NC(C(C)Cl)C(C)OC(C)SC,1,25.0
CCCCNCC(=O)NC(C)CC(O)C(O)C(O)CS,1,25.0
CCCCNCC(=O)NC(CC)CC(O)C(O)C(C)O,1,25.0
CCCCNCC(=O)NC(CCl)CC(O)C(O)C(C)O,1,25.0
CCCCNCC(=O)NC(C)CC(O)C(O)CCSC,1,25.0
CCCCNCC(=O)NC(CC)CC(O)C(O)CCS,1,25.0
CCCCNCC(=O)NC(CCl)CC(O)C(O)CCS,1,25.0
