Substructure,Frequency,Percentage1
CCCCNCCNCC(OCS)C(C)O,1,25.0
CCCCNCCNCC1CC(O)CCO1,1,25.0
CCCCNCCNCC(O)CC(O)CO,1,25.0
CCCCNCCNCC1CCC(O)CO1,1,25.0
CCCCNCCNCC1CCCC(S)O1,1,25.0
CCCCNCCNCC(CCO)OCS,1,25.0
CCCCNCCNCC(CC)OCSC,1,25.0
CCCCNCCNCC(CO)OCCO,1,25.0
CCCCNCCNCC(CO)OC(C)S,1,25.0
CCCCNCCNCC(CO)OCSC,1,25.0
CCCCNCCNCC(C)OC(S)CO,1,25.0
CCCCNCCNCC(C)OC(C)SC,1,25.0
CCCCNCCNCCC(O)C(O)CC,1,25.0
CCCCNCCNCCC(O)C(O)CO,1,25.0
CCCCNCCNCCC(O)CC(C)O,1,25.0
CCCCNCCNCCC(O)CCCS,1,25.0
CCCCNCCNCCCC(O)C(C)O,1,25.0
CCCCNCCNCCCC(O)CCS,1,25.0
CCCCNCCNCCCCC(O)CS,1,25.0
CCCCNCCNCCCCCCSC,1,25.0
CCCCNCCNCCOCC(O)CO,1,25.0
CCCCNCCNCCOC(S)CCO,1,25.0
CCCCNCCNCCOC(S)C(C)O,1,25.0
CCCCNCCNCCOC(CC)SC,1,25.0
CCCCNCCNCCOC(CO)SC,1,25.0
CCC(O)C(C)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(C)C(O)CO)N(C)C1,1,25.0
COC(C)C(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(C)O,1,25.0
CC1CC(C(=O)NC(CCl)C(C)O)N(C)C1,1,25.0
CC(O)CC(C)NC(=O)C1CC(C)CN1C,1,25.0
CCCCC(C)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(C)CCCO)N(C)C1,1,25.0
CCCC(CC)NC(=O)C1CC(C)CN1C,1,25.0
CCCC(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CCC(CCO)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)CCO)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CCOCC(C)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(C)COCS)N(C)C1,1,25.0
CCC(COC)NC(=O)C1CC(C)CN1C,1,25.0
COCC(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CO)C(C)Cl)N(C)C1,1,25.0
CC1CC(C(=O)NCC(O)C(C)O)N(C)C1,1,25.0
CCCC(O)CNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NCC(O)CCO)N(C)C1,1,25.0
CCC(CNC(=O)C1CC(C)CN1C)OC,1,25.0
COC(CO)CNC(=O)C1CC(C)CN1C,1,25.0
CCOC(C)CNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NCC(C)OCS)N(C)C1,1,25.0
CCC(O)CCNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NCCC(O)CO)N(C)C1,1,25.0
CC(O)CCCNC(=O)C1CC(C)CN1C,1,25.0
CCCCCCNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NCCCCCO)N(C)C1,1,25.0
CCCOCCNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NCCOCCO)N(C)C1,1,25.0
CC1CC(C(=O)NCCOC(C)S)N(C)C1,1,25.0
CSCOCCNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(CNC(C)C(O)C(C)O)N(C)C1,1,25.0
CCCC(O)C(C)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C)C(O)CCO)N(C)C1,1,25.0
CCC(OC)C(C)NCC1CC(C)CN1C,1,25.0
CCC(O)C(CC)NCC1CC(C)CN1C,1,25.0
CCC(O)C(CCl)NCC1CC(C)CN1C,1,25.0
COC(CO)C(C)NCC1CC(C)CN1C,1,25.0
CCC(NCC1CC(C)CN1C)C(O)CO,1,25.0
CC1CC(CNC(CCl)C(O)CO)N(C)C1,1,25.0
CCOC(C)C(C)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C)C(C)OCS)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C(C)OC,1,25.0
COC(C)C(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C(C)O)C(C)Cl)N(C)C1,1,25.0
CCC(O)CC(C)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C)CC(O)CO)N(C)C1,1,25.0
CCC(CC(C)O)NCC1CC(C)CN1C,1,25.0
CC(O)CC(CCl)NCC1CC(C)CN1C,1,25.0
CC(O)CCC(C)NCC1CC(C)CN1C,1,25.0
CCCCCC(C)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C)CCCCO)N(C)C1,1,25.0
CCCCC(CC)NCC1CC(C)CN1C,1,25.0
CCCCC(CCl)NCC1CC(C)CN1C,1,25.0
CCC(CCCO)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)CCCO)N(C)C1,1,25.0
CCCC(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(CNC(CCO)C(C)Cl)N(C)C1,1,25.0
CCCOCC(C)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C)COCCO)N(C)C1,1,25.0
CC1CC(CNC(C)COC(C)S)N(C)C1,1,25.0
CCOCC(CC)NCC1CC(C)CN1C,1,25.0
CCOCC(CCl)NCC1CC(C)CN1C,1,25.0
CSCOCC(C)NCC1CC(C)CN1C,1,25.0
CCC(COCS)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)COCS)N(C)C1,1,25.0
COCC(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CCC(O)C(O)CNCC1CC(C)CN1C,1,25.0
CC1CC(CNCC(O)C(O)CO)N(C)C1,1,25.0
COC(CNCC1CC(C)CN1C)C(C)O,1,25.0
CC(O)CC(O)CNCC1CC(C)CN1C,1,25.0
CC1CC(CNCC2CCCCO2)N(C)C1,1,25.0
CC1CC(CNCC(O)CCCO)N(C)C1,1,25.0
COC(CCO)CNCC1CC(C)CN1C,1,25.0
CCC(CNCC1CC(C)CN1C)OCS,1,25.0
CCOC(CO)CNCC1CC(C)CN1C,1,25.0
CC1CC(CNCC(CO)OCS)N(C)C1,1,25.0
CC1CC(CNCC(C)OCCO)N(C)C1,1,25.0
CC1CC(CNCC(C)OC(C)S)N(C)C1,1,25.0
CSCOC(C)CNCC1CC(C)CN1C,1,25.0
CC1CC(CNCCC(O)C(C)O)N(C)C1,1,25.0
CCCC(O)CCNCC1CC(C)CN1C,1,25.0
CC1CC(CNCCC(O)CCO)N(C)C1,1,25.0
CCC(O)CCCNCC1CC(C)CN1C,1,25.0
CC1CC(CNCCCC(O)CO)N(C)C1,1,25.0
CC(O)CCCCNCC1CC(C)CN1C,1,25.0
CC1CC(CNCCCCCCS)N(C)C1,1,25.0
CC1CC(CNCCOCCCO)N(C)C1,1,25.0
CC(O)COCCNCC1CC(C)CN1C,1,25.0
CCC(S)OCCNCC1CC(C)CN1C,1,25.0
CC1CC(CNCCOC(S)CO)N(C)C1,1,25.0
CSC(C)OCCNCC1CC(C)CN1C,1,25.0
CC1CNC(C(=O)NC(C)C(O)C(C)O)C1,1,25.0
CCCC(O)C(C)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C)C(O)CCO)C1,1,25.0
CCC(OC)C(C)NC(=O)C1CC(C)CN1,1,25.0
CCC(O)C(CC)NC(=O)C1CC(C)CN1,1,25.0
CCC(O)C(CCl)NC(=O)C1CC(C)CN1,1,25.0
COC(CO)C(C)NC(=O)C1CC(C)CN1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(O)CO,1,25.0
CC1CNC(C(=O)NC(CCl)C(O)CO)C1,1,25.0
CCOC(C)C(C)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C)C(C)OCS)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(C)OC,1,25.0
COC(C)C(CCl)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C(C)O)C(C)Cl)C1,1,25.0
CCC(O)CC(C)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C)CC(O)CO)C1,1,25.0
CCC(CC(C)O)NC(=O)C1CC(C)CN1,1,25.0
CC(O)CC(CCl)NC(=O)C1CC(C)CN1,1,25.0
CC(O)CCC(C)NC(=O)C1CC(C)CN1,1,25.0
CCCCCC(C)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C)CCCCO)C1,1,25.0
CCCCC(CC)NC(=O)C1CC(C)CN1,1,25.0
CCCCC(CCl)NC(=O)C1CC(C)CN1,1,25.0
CCC(CCCO)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(CCl)CCCO)C1,1,25.0
CCCC(NC(=O)C1CC(C)CN1)C(C)Cl,1,25.0
CC1CNC(C(=O)NC(CCO)C(C)Cl)C1,1,25.0
CCCOCC(C)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C)COCCO)C1,1,25.0
CC1CNC(C(=O)NC(C)COC(C)S)C1,1,25.0
CCOCC(CC)NC(=O)C1CC(C)CN1,1,25.0
CCOCC(CCl)NC(=O)C1CC(C)CN1,1,25.0
CSCOCC(C)NC(=O)C1CC(C)CN1,1,25.0
CCC(COCS)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(CCl)COCS)C1,1,25.0
COCC(NC(=O)C1CC(C)CN1)C(C)Cl,1,25.0
CCC(O)C(O)CNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCC(O)C(O)CO)C1,1,25.0
COC(CNC(=O)C1CC(C)CN1)C(C)O,1,25.0
CC(O)CC(O)CNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCC2CCCCO2)C1,1,25.0
CC1CNC(C(=O)NCC(O)CCCO)C1,1,25.0
COC(CCO)CNC(=O)C1CC(C)CN1,1,25.0
CCC(CNC(=O)C1CC(C)CN1)OCS,1,25.0
CCOC(CO)CNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCC(CO)OCS)C1,1,25.0
CC1CNC(C(=O)NCC(C)OCCO)C1,1,25.0
CC1CNC(C(=O)NCC(C)OC(C)S)C1,1,25.0
CSCOC(C)CNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCCC(O)C(C)O)C1,1,25.0
CCCC(O)CCNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCCC(O)CCO)C1,1,25.0
CCC(O)CCCNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCCCC(O)CO)C1,1,25.0
CC(O)CCCCNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCCCCCCS)C1,1,25.0
CC1CNC(C(=O)NCCOCCCO)C1,1,25.0
CC(O)COCCNC(=O)C1CC(C)CN1,1,25.0
CCC(S)OCCNC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NCCOC(S)CO)C1,1,25.0
CSC(C)OCCNC(=O)C1CC(C)CN1,1,25.0
CCC(O)C(O)C(C)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)C(O)C(O)CO)C1,1,25.0
COC(C(C)O)C(C)NCC1CC(C)CN1,1,25.0
CCC(NCC1CC(C)CN1)C(O)C(C)O,1,25.0
CC1CNC(CNC(CCl)C(O)C(C)O)C1,1,25.0
CC(O)CC(O)C(C)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)C2CCCCO2)C1,1,25.0
CC1CNC(CNC(C)C(O)CCCO)C1,1,25.0
CCCC(O)C(CC)NCC1CC(C)CN1,1,25.0
CCCC(O)C(CCl)NCC1CC(C)CN1,1,25.0
COC(CCO)C(C)NCC1CC(C)CN1,1,25.0
CCC(NCC1CC(C)CN1)C(O)CCO,1,25.0
CC1CNC(CNC(CCl)C(O)CCO)C1,1,25.0
CCC(OCS)C(C)NCC1CC(C)CN1,1,25.0
CCC(NCC1CC(C)CN1)C(CC)OC,1,25.0
CCC(OC)C(CCl)NCC1CC(C)CN1,1,25.0
CCC(O)C(NCC1CC(C)CN1)C(C)Cl,1,25.0
CCOC(CO)C(C)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)C(CO)OCS)C1,1,25.0
CCC(NCC1CC(C)CN1)C(CO)OC,1,25.0
COC(CO)C(CCl)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C(C)Cl)C(O)CO)C1,1,25.0
CC1CNC(CNC(C)C(C)OCCO)C1,1,25.0
CC1CNC(CNC(C)C(C)OC(C)S)C1,1,25.0
CCOC(C)C(CC)NCC1CC(C)CN1,1,25.0
CCOC(C)C(CCl)NCC1CC(C)CN1,1,25.0
CSCOC(C)C(C)NCC1CC(C)CN1,1,25.0
CCC(NCC1CC(C)CN1)C(C)OCS,1,25.0
CC1CNC(CNC(CCl)C(C)OCS)C1,1,25.0
COC(C)C(NCC1CC(C)CN1)C(C)Cl,1,25.0
CC1CNC(CNC(C)CC(O)C(C)O)C1,1,25.0
CCCC(O)CC(C)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)CC(O)CCO)C1,1,25.0
CCC(O)CC(CC)NCC1CC(C)CN1,1,25.0
CCC(O)CC(CCl)NCC1CC(C)CN1,1,25.0
CCC(CC(O)CO)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(CCl)CC(O)CO)C1,1,25.0
CC(O)CC(NCC1CC(C)CN1)C(C)Cl,1,25.0
CCC(O)CCC(C)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)CCC(O)CO)C1,1,25.0
CCC(CCC(C)O)NCC1CC(C)CN1,1,25.0
CC(O)CCC(CCl)NCC1CC(C)CN1,1,25.0
CC(O)CCCC(C)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)CCCCCS)C1,1,25.0
CCCCCC(CC)NCC1CC(C)CN1,1,25.0
CCCCCC(CCl)NCC1CC(C)CN1,1,25.0
CCC(CCCCO)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(CCl)CCCCO)C1,1,25.0
CCCCC(NCC1CC(C)CN1)C(C)Cl,1,25.0
CC1CNC(CNC(CCCO)C(C)Cl)C1,1,25.0
CC1CNC(CNC(C)COCCCO)C1,1,25.0
CC(O)COCC(C)NCC1CC(C)CN1,1,25.0
CCC(S)OCC(C)NCC1CC(C)CN1,1,25.0
CCCOCC(CC)NCC1CC(C)CN1,1,25.0
CCCOCC(CCl)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(C)COC(S)CO)C1,1,25.0
CCC(COCCO)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(CCl)COCCO)C1,1,25.0
CSC(C)OCC(C)NCC1CC(C)CN1,1,25.0
CCC(COC(C)S)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(CCl)COC(C)S)C1,1,25.0
CCOCC(NCC1CC(C)CN1)C(C)Cl,1,25.0
CCC(COCSC)NCC1CC(C)CN1,1,25.0
CSCOCC(CCl)NCC1CC(C)CN1,1,25.0
CC1CNC(CNC(COCS)C(C)Cl)C1,1,25.0
CC1CNC(CNCC(O)C(O)C(C)O)C1,1,25.0
CC1CNC(CNCC2OCCCC2O)C1,1,25.0
CC1CNC(CNCC(O)C(O)CCO)C1,1,25.0
COC(CNCC1CC(C)CN1)C(O)CO,1,25.0
CC1CNC(CNCC(OCS)C(C)O)C1,1,25.0
CC1CNC(CNCC2CC(O)CCO2)C1,1,25.0
CC1CNC(CNCC(O)CC(O)CO)C1,1,25.0
CC1CNC(CNCC2CCC(O)CO2)C1,1,25.0
CC1CNC(CNCC2CCCC(S)O2)C1,1,25.0
CC1CNC(CNCC(CCO)OCS)C1,1,25.0
CCC(CNCC1CC(C)CN1)OCSC,1,25.0
CC1CNC(CNCC(CO)OCCO)C1,1,25.0
CC1CNC(CNCC(CO)OC(C)S)C1,1,25.0
CSCOC(CO)CNCC1CC(C)CN1,1,25.0
CC1CNC(CNCC(C)OC(S)CO)C1,1,25.0
CSC(C)OC(C)CNCC1CC(C)CN1,1,25.0
CCC(O)C(O)CCNCC1CC(C)CN1,1,25.0
CC1CNC(CNCCC(O)C(O)CO)C1,1,25.0
CC(O)CC(O)CCNCC1CC(C)CN1,1,25.0
CC1CNC(CNCCC(O)CCCS)C1,1,25.0
CC1CNC(CNCCCC(O)C(C)O)C1,1,25.0
CC1CNC(CNCCCC(O)CCS)C1,1,25.0
CC1CNC(CNCCCCC(O)CS)C1,1,25.0
CSCCCCCCNCC1CC(C)CN1,1,25.0
CC1CNC(CNCCOCC(O)CO)C1,1,25.0
CC1CNC(CNCCOC(S)CCO)C1,1,25.0
CC1CNC(CNCCOC(S)C(C)O)C1,1,25.0
CCC(OCCNCC1CC(C)CN1)SC,1,25.0
CSC(CO)OCCNCC1CC(C)CN1,1,25.0
CCC(O)C(O)C(C)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(C)C(O)C(O)CO,1,25.0
COC(C(C)O)C(C)NC(=O)CCC(C)C,1,25.0
CCC(NC(=O)CCC(C)C)C(O)C(C)O,1,25.0
CC(C)CCC(=O)NC(CCl)C(O)C(C)O,1,25.0
CC(C)CCC(=O)NC(C)C(O)CC(C)O,1,25.0
CC(C)CCC(=O)NC(C)C1CCCCO1,1,25.0
CC(C)CCC(=O)NC(C)C(O)CCCO,1,25.0
CCCC(O)C(CC)NC(=O)CCC(C)C,1,25.0
CCCC(O)C(CCl)NC(=O)CCC(C)C,1,25.0
COC(CCO)C(C)NC(=O)CCC(C)C,1,25.0
CCC(NC(=O)CCC(C)C)C(O)CCO,1,25.0
CC(C)CCC(=O)NC(CCl)C(O)CCO,1,25.0
CCC(OCS)C(C)NC(=O)CCC(C)C,1,25.0
CCC(NC(=O)CCC(C)C)C(CC)OC,1,25.0
CCC(OC)C(CCl)NC(=O)CCC(C)C,1,25.0
CCC(O)C(NC(=O)CCC(C)C)C(C)Cl,1,25.0
CCOC(CO)C(C)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(C)C(CO)OCS,1,25.0
CCC(NC(=O)CCC(C)C)C(CO)OC,1,25.0
COC(CO)C(CCl)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(C(C)Cl)C(O)CO,1,25.0
CC(C)CCC(=O)NC(C)C(C)OCCO,1,25.0
CC(C)CCC(=O)NC(C)C(C)OC(C)S,1,25.0
CCOC(C)C(CC)NC(=O)CCC(C)C,1,25.0
CCOC(C)C(CCl)NC(=O)CCC(C)C,1,25.0
CSCOC(C)C(C)NC(=O)CCC(C)C,1,25.0
CCC(NC(=O)CCC(C)C)C(C)OCS,1,25.0
CC(C)CCC(=O)NC(CCl)C(C)OCS,1,25.0
COC(C)C(NC(=O)CCC(C)C)C(C)Cl,1,25.0
CC(C)CCC(=O)NC(C)CC(O)C(C)O,1,25.0
CCCC(O)CC(C)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(C)CC(O)CCO,1,25.0
CCC(O)CC(CC)NC(=O)CCC(C)C,1,25.0
CCC(O)CC(CCl)NC(=O)CCC(C)C,1,25.0
CCC(CC(O)CO)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(CCl)CC(O)CO,1,25.0
CC(C)CCC(=O)NC(CC(C)O)C(C)Cl,1,25.0
CCC(O)CCC(C)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(C)CCC(O)CO,1,25.0
CCC(CCC(C)O)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(CCl)CCC(C)O,1,25.0
CC(C)CCC(=O)NC(C)CCCC(C)O,1,25.0
CC(C)CCC(=O)NC(C)CCCCCS,1,25.0
CCCCCC(CC)NC(=O)CCC(C)C,1,25.0
CCCCCC(CCl)NC(=O)CCC(C)C,1,25.0
CCC(CCCCO)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(CCl)CCCCO,1,25.0
CCCCC(NC(=O)CCC(C)C)C(C)Cl,1,25.0
CC(C)CCC(=O)NC(CCCO)C(C)Cl,1,25.0
CC(C)CCC(=O)NC(C)COCCCO,1,25.0
CC(C)CCC(=O)NC(C)COCC(C)O,1,25.0
CCC(S)OCC(C)NC(=O)CCC(C)C,1,25.0
CCCOCC(CC)NC(=O)CCC(C)C,1,25.0
CCCOCC(CCl)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(C)COC(S)CO,1,25.0
CCC(COCCO)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(CCl)COCCO,1,25.0
CSC(C)OCC(C)NC(=O)CCC(C)C,1,25.0
CCC(COC(C)S)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(CCl)COC(C)S,1,25.0
CCOCC(NC(=O)CCC(C)C)C(C)Cl,1,25.0
CCC(COCSC)NC(=O)CCC(C)C,1,25.0
CSCOCC(CCl)NC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NC(COCS)C(C)Cl,1,25.0
CC(C)CCC(=O)NCC(O)C(O)C(C)O,1,25.0
CC(C)CCC(=O)NCC1OCCCC1O,1,25.0
CC(C)CCC(=O)NCC(O)C(O)CCO,1,25.0
COC(CNC(=O)CCC(C)C)C(O)CO,1,25.0
CC(C)CCC(=O)NCC(OCS)C(C)O,1,25.0
CC(C)CCC(=O)NCC1CC(O)CCO1,1,25.0
CC(C)CCC(=O)NCC(O)CC(O)CO,1,25.0
CC(C)CCC(=O)NCC1CCC(O)CO1,1,25.0
CC(C)CCC(=O)NCC1CCCC(S)O1,1,25.0
CC(C)CCC(=O)NCC(CCO)OCS,1,25.0
CCC(CNC(=O)CCC(C)C)OCSC,1,25.0
CC(C)CCC(=O)NCC(CO)OCCO,1,25.0
CC(C)CCC(=O)NCC(CO)OC(C)S,1,25.0
CSCOC(CO)CNC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NCC(C)OC(S)CO,1,25.0
CSC(C)OC(C)CNC(=O)CCC(C)C,1,25.0
CCC(O)C(O)CCNC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NCCC(O)C(O)CO,1,25.0
CC(C)CCC(=O)NCCC(O)CC(C)O,1,25.0
CC(C)CCC(=O)NCCC(O)CCCS,1,25.0
CC(C)CCC(=O)NCCCC(O)C(C)O,1,25.0
CC(C)CCC(=O)NCCCC(O)CCS,1,25.0
CC(C)CCC(=O)NCCCCC(O)CS,1,25.0
CSCCCCCCNC(=O)CCC(C)C,1,25.0
CC(C)CCC(=O)NCCOCC(O)CO,1,25.0
CC(C)CCC(=O)NCCOC(S)CCO,1,25.0
CC(C)CCC(=O)NCCOC(S)C(C)O,1,25.0
CCC(OCCNC(=O)CCC(C)C)SC,1,25.0
CSC(CO)OCCNC(=O)CCC(C)C,1,25.0
CC(C)CCCNC(C)C(O)C(O)C(C)O,1,25.0
CC(C)CCCNC(C)C1OCCCC1O,1,25.0
CC(C)CCCNC(C)C(O)C(O)CCO,1,25.0
CCC(O)C(O)C(CC)NCCCC(C)C,1,25.0
CCC(O)C(O)C(CCl)NCCCC(C)C,1,25.0
COC(C(O)CO)C(C)NCCCC(C)C,1,25.0
CCC(NCCCC(C)C)C(O)C(O)CO,1,25.0
CC(C)CCCNC(CCl)C(O)C(O)CO,1,25.0
CC(C)CCCNC(C)C(OCS)C(C)O,1,25.0
CCC(NCCCC(C)C)C(OC)C(C)O,1,25.0
COC(C(C)O)C(CCl)NCCCC(C)C,1,25.0
CC(C)CCCNC(C(C)Cl)C(O)C(C)O,1,25.0
CC(C)CCCNC(C)C1CC(O)CCO1,1,25.0
CC(C)CCCNC(C)C(O)CC(O)CO,1,25.0
CCC(NCCCC(C)C)C(O)CC(C)O,1,25.0
CC(C)CCCNC(CCl)C(O)CC(C)O,1,25.0
CC(C)CCCNC(C)C1CCC(O)CO1,1,25.0
CC(C)CCCNC(C)C1CCCC(S)O1,1,25.0
CCC(NCCCC(C)C)C1CCCCO1,1,25.0
CC(C)CCCNC(CCl)C1CCCCO1,1,25.0
CCC(NCCCC(C)C)C(O)CCCO,1,25.0
CC(C)CCCNC(CCl)C(O)CCCO,1,25.0
CCCC(O)C(NCCCC(C)C)C(C)Cl,1,25.0
CC(C)CCCNC(C)C(CCO)OCS,1,25.0
CCC(NCCCC(C)C)C(CCO)OC,1,25.0
COC(CCO)C(CCl)NCCCC(C)C,1,25.0
CC(C)CCCNC(C(C)Cl)C(O)CCO,1,25.0
CCC(OCSC)C(C)NCCCC(C)C,1,25.0
CCC(NCCCC(C)C)C(CC)OCS,1,25.0
CCC(OCS)C(CCl)NCCCC(C)C,1,25.0
CCC(OC)C(NCCCC(C)C)C(C)Cl,1,25.0
CC(C)CCCNC(C)C(CO)OCCO,1,25.0
CC(C)CCCNC(C)C(CO)OC(C)S,1,25.0
CCOC(CO)C(CC)NCCCC(C)C,1,25.0
CCOC(CO)C(CCl)NCCCC(C)C,1,25.0
CSCOC(CO)C(C)NCCCC(C)C,1,25.0
CCC(NCCCC(C)C)C(CO)OCS,1,25.0
CC(C)CCCNC(CCl)C(CO)OCS,1,25.0
COC(CO)C(NCCCC(C)C)C(C)Cl,1,25.0
CC(C)CCCNC(C)C(C)OC(S)CO,1,25.0
CCC(NCCCC(C)C)C(C)OCCO,1,25.0
CC(C)CCCNC(CCl)C(C)OCCO,1,25.0
CSC(C)OC(C)C(C)NCCCC(C)C,1,25.0
CCC(NCCCC(C)C)C(C)OC(C)S,1,25.0
CC(C)CCCNC(CCl)C(C)OC(C)S,1,25.0
CCOC(C)C(NCCCC(C)C)C(C)Cl,1,25.0
CCC(NCCCC(C)C)C(C)OCSC,1,25.0
CSCOC(C)C(CCl)NCCCC(C)C,1,25.0
CC(C)CCCNC(C(C)Cl)C(C)OCS,1,25.0
CCC(O)C(O)CC(C)NCCCC(C)C,1,25.0
CC(C)CCCNC(C)CC(O)C(O)CO,1,25.0
CCC(CC(O)C(C)O)NCCCC(C)C,1,25.0
CC(C)CCCNC(CCl)CC(O)C(C)O,1,25.0
CC(C)CCCNC(C)CC(O)CC(C)O,1,25.0
CC(C)CCCNC(C)CC(O)CCCS,1,25.0
CCCC(O)CC(CC)NCCCC(C)C,1,25.0
CCCC(O)CC(CCl)NCCCC(C)C,1,25.0
CCC(CC(O)CCO)NCCCC(C)C,1,25.0
CC(C)CCCNC(CCl)CC(O)CCO,1,25.0
CCC(O)CC(NCCCC(C)C)C(C)Cl,1,25.0
CC(C)CCCNC(CC(O)CO)C(C)Cl,1,25.0
CC(C)CCCNC(C)CCC(O)C(C)O,1,25.0
CC(C)CCCNC(C)CCC(O)CCS,1,25.0
CCC(O)CCC(CC)NCCCC(C)C,1,25.0
CCC(O)CCC(CCl)NCCCC(C)C,1,25.0
CCC(CCC(O)CO)NCCCC(C)C,1,25.0
CC(C)CCCNC(CCl)CCC(O)CO,1,25.0
CC(C)CCCNC(CCC(C)O)C(C)Cl,1,25.0
CC(C)CCCNC(C)CCCC(O)CS,1,25.0
CCC(CCCC(C)O)NCCCC(C)C,1,25.0
CC(C)CCCNC(CCl)CCCC(C)O,1,25.0
CSCCCCCC(C)NCCCC(C)C,1,25.0
CCC(CCCCCS)NCCCC(C)C,1,25.0
CC(C)CCCNC(CCl)CCCCCS,1,25.0
CCCCCC(NCCCC(C)C)C(C)Cl,1,25.0
CC(C)CCCNC(CCCCO)C(C)Cl,1,25.0
CC(C)CCCNC(C)COCC(O)CO,1,25.0
CC(C)CCCNC(C)COC(S)CCO,1,25.0
CCC(COCCCO)NCCCC(C)C,1,25.0
