Substructure,Frequency,Percentage0
CC(OC(CO)CO)OC1CCC(O)OC1,1,20.0
CC(OC(CO)CO)OC1COCC(O)C1,1,20.0
CC(OC(CO)CO)OC1COCCC1O,1,20.0
CC(OC(CO)CO)OC(CO)COCO,1,20.0
CCC(CCCO)OC(C)OC(CO)CO,1,20.0
CCC(CC(C)O)OC(C)OC(CO)CO,1,20.0
CCC(O)C(CC)OC(C)OC(CO)CO,1,20.0
CCCC(CCO)OC(C)OC(CO)CO,1,20.0
CC(OC(CO)CO)OC(CCO)CCO,1,20.0
CC(CC(O)CO)OC(C)OC(CO)CO,1,20.0
CC(OC(CO)CO)OC(C)C(O)CCO,1,20.0
CC(OC(CO)CO)OC(C)C(O)C(C)O,1,20.0
CC(O)OC(C)COC(C)OC(CO)CO,1,20.0
CC(COC(C)OC(CO)CO)OCCO,1,20.0
CCOC(CO)COC(C)OC(CO)CO,1,20.0
CC(OCC(CO)OCO)OC(CO)CO,1,20.0
CC(OCCOC(O)CO)OC(CO)CO,1,20.0
CC(OCCC(O)C(O)O)OC(CO)CO,1,20.0
CC(OCC(O)CC(O)O)OC(CO)CO,1,20.0
CC(OCC(O)C(O)CO)OC(CO)CO,1,20.0
CC1OC(O)CCC1OCOC(CO)CO,1,20.0
CC1OCC(O)CC1OCOC(CO)CO,1,20.0
CC1OCCC(O)C1OCOC(CO)CO,1,20.0
OCC(CO)OCOC1CCCOC1CO,1,20.0
CC(OCO)C(CO)OCOC(CO)CO,1,20.0
CC(OCOC(CO)CO)C(CO)OCO,1,20.0
COC(CO)C(CO)OCOC(CO)CO,1,20.0
CC(O)C(OCOC(CO)CO)C(O)CO,1,20.0
OCCC(OCOC(CO)CO)C(O)CO,1,20.0
OCC(CO)OCOC1COC(O)C(O)C1,1,20.0
OCC(CO)OCOC1COC(O)CC1O,1,20.0
OCC(CO)OCOC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OCOC(CO)CO,1,20.0
CCC(OCOC(CO)CO)C(O)CCO,1,20.0
OCCCC(CCO)OCOC(CO)CO,1,20.0
CCC(OCOC(CO)CO)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OCOC(CO)CO,1,20.0
CCC(O)C(CCO)OCOC(CO)CO,1,20.0
CC(OCOC(CO)CO)C(O)C(O)CO,1,20.0
CC(COCOC(CO)CO)OC(O)CO,1,20.0
CC(O)OC(CO)COCOC(CO)CO,1,20.0
OCCOC(CO)COCOC(CO)CO,1,20.0
OCC(CO)OCOCC(O)C(O)C(O)O,1,20.0
CC(CO)OC(CO)OC1CCCOC1C,1,20.0
CC(CO)OC(CO)OC(C)C(C)OCO,1,20.0
COC(C)C(CO)OC(CO)OC(C)CO,1,20.0
COC(CO)C(C)OC(CO)OC(C)CO,1,20.0
CC(CO)OC(CO)OC(CCO)C(C)O,1,20.0
CC(CO)OC(CO)OC(C(C)O)C(C)O,1,20.0
CCC(OC(CO)OC(C)CO)C(O)CO,1,20.0
CC(CO)OC(CO)OC(CO)C(O)CO,1,20.0
CC(CO)OC(CO)OC1CCC(O)OC1,1,20.0
CC(CO)OC(CO)OC1COCC(O)C1,1,20.0
CC(CO)OC(CO)OC1COCCC1O,1,20.0
CC(CO)OC(CO)OC(CO)COCO,1,20.0
CCC(CCCO)OC(CO)OC(C)CO,1,20.0
CCC(CC(C)O)OC(CO)OC(C)CO,1,20.0
CCC(O)C(CC)OC(CO)OC(C)CO,1,20.0
CCCC(CCO)OC(CO)OC(C)CO,1,20.0
CC(CO)OC(CO)OC(CCO)CCO,1,20.0
CC(CO)OC(CO)OC(C)CC(O)CO,1,20.0
CC(CO)OC(CO)OC(C)C(O)CCO,1,20.0
CC(CO)OC(CO)OC(C)C(O)C(C)O,1,20.0
CC(O)OC(C)COC(CO)OC(C)CO,1,20.0
CC(COC(CO)OC(C)CO)OCCO,1,20.0
CCOC(CO)COC(CO)OC(C)CO,1,20.0
CC(CO)OC(CO)OCC(CO)OCO,1,20.0
CC(CO)OC(CO)OCCOC(O)CO,1,20.0
CC(CO)OC(CO)OCCC(O)C(O)O,1,20.0
CC(CO)OC(CO)OCC(O)CC(O)O,1,20.0
CC(CO)OC(CO)OCC(O)C(O)CO,1,20.0
CC(CO)OC(C)OC1CCC(O)OC1C,1,20.0
CC(CO)OC(C)OC1CC(O)COC1C,1,20.0
CC(CO)OC(C)OC1C(O)CCOC1C,1,20.0
CC(CO)OC(C)OC1CCCOC1CO,1,20.0
CC(CO)OC(C)OC(CO)C(C)OCO,1,20.0
CC(CO)OC(C)OC(C)C(CO)OCO,1,20.0
COC(CO)C(CO)OC(C)OC(C)CO,1,20.0
CC(CO)OC(C)OC(C(C)O)C(O)CO,1,20.0
CC(CO)OC(C)OC(CCO)C(O)CO,1,20.0
CC(CO)OC(C)OC1COC(O)C(O)C1,1,20.0
CC(CO)OC(C)OC1COC(O)CC1O,1,20.0
CC(CO)OC(C)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(C)OC(C)CO,1,20.0
CCC(OC(C)OC(C)CO)C(O)CCO,1,20.0
CC(CO)OC(C)OC(CCO)CCCO,1,20.0
CCC(OC(C)OC(C)CO)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC(C)OC(C)CO,1,20.0
CCC(O)C(CCO)OC(C)OC(C)CO,1,20.0
CC(CO)OC(C)OC(C)C(O)C(O)CO,1,20.0
CC(COC(C)OC(C)CO)OC(O)CO,1,20.0
CC(O)OC(CO)COC(C)OC(C)CO,1,20.0
CC(CO)OC(C)OCC(CO)OCCO,1,20.0
CC(CO)OC(C)OCC(O)C(O)C(O)O,1,20.0
CC(CO)OCOC1CC(O)C(O)OC1C,1,20.0
CC(CO)OCOC1C(O)CC(O)OC1C,1,20.0
CC(CO)OCOC1CCC(O)OC1CO,1,20.0
CC(CO)OCOC1C(C)OCC(O)C1O,1,20.0
CC(CO)OCOC1CC(O)COC1CO,1,20.0
CC(CO)OCOC1C(O)CCOC1CO,1,20.0
CC(CO)OCOC(CO)C(CO)OCO,1,20.0
CC(CO)OCOC(C(O)CO)C(O)CO,1,20.0
CC(CO)OCOC1COC(O)C(O)C1O,1,20.0
CCC(OCOC(C)CO)C(O)C(O)CO,1,20.0
CC(CO)OCOC(CCO)CC(O)CO,1,20.0
CC(CO)OCOC(CCO)C(O)CCO,1,20.0
CC(CO)OCOC(CCO)C(O)C(C)O,1,20.0
CC(CO)OCOCC(CO)OC(O)CO,1,20.0
CC(O)C(C)OCC(O)C(O)C(O)CCO,1,20.0
COCC(C)OCC(O)C(O)C(O)CCO,1,20.0
CCC(CO)OCC(O)C(O)C(O)CCO,1,20.0
OCCC(O)C(O)C(O)COC(CO)CO,1,20.0
CCC(CC)OCC(O)C(O)C(O)CCO,1,20.0
CC(CCO)OCC(O)C(O)C(O)CCO,1,20.0
CCCC(C)OCC(O)C(O)C(O)CCO,1,20.0
COC(C)COCC(O)C(O)C(O)CCO,1,20.0
OCCC(O)C(O)C(O)COCC(O)CO,1,20.0
CCOCCOCC(O)C(O)C(O)CCO,1,20.0
OCCC(O)C(O)C(O)COCCOCO,1,20.0
OCCCCOCC(O)C(O)C(O)CCO,1,20.0
CC(O)CCOCC(O)C(O)C(O)CCO,1,20.0
CCC(O)COCC(O)C(O)C(O)CCO,1,20.0
COC(C)C(C)OCCC(O)C(O)CCO,1,20.0
CCC(OCCC(O)C(O)CCO)C(C)O,1,20.0
CC(O)C(CO)OCCC(O)C(O)CCO,1,20.0
CC(OCCC(O)C(O)CCO)C(O)CO,1,20.0
OCCC(O)C(O)CCOC1CCCOC1,1,20.0
CC(COCO)OCCC(O)C(O)CCO,1,20.0
COCC(CO)OCCC(O)C(O)CCO,1,20.0
OCCC(CO)OCCC(O)C(O)CCO,1,20.0
CCCC(CC)OCCC(O)C(O)CCO,1,20.0
CCC(CCO)OCCC(O)C(O)CCO,1,20.0
CC(CCCO)OCCC(O)C(O)CCO,1,20.0
CC(O)CC(C)OCCC(O)C(O)CCO,1,20.0
CCC(O)C(C)OCCC(O)C(O)CCO,1,20.0
CCOC(C)COCCC(O)C(O)CCO,1,20.0
CC(COCCC(O)C(O)CCO)OCO,1,20.0
COC(CO)COCCC(O)C(O)CCO,1,20.0
CC(O)OCCOCCC(O)C(O)CCO,1,20.0
OCCOCCOCCC(O)C(O)CCO,1,20.0
OCCC(O)C(O)CCOCCCC(O)O,1,20.0
OCCC(O)C(O)CCOCCC(O)CO,1,20.0
OCCC(O)COCCC(O)C(O)CCO,1,20.0
CC(O)C(O)COCCC(O)C(O)CCO,1,20.0
COC(C)C(C)OCC(O)CC(O)CCO,1,20.0
CCC(OCC(O)CC(O)CCO)C(C)O,1,20.0
CC(O)C(CO)OCC(O)CC(O)CCO,1,20.0
CC(OCC(O)CC(O)CCO)C(O)CO,1,20.0
OCCC(O)CC(O)COC1CCCOC1,1,20.0
CC(COCO)OCC(O)CC(O)CCO,1,20.0
COCC(CO)OCC(O)CC(O)CCO,1,20.0
OCCC(O)CC(O)COC(CO)CCO,1,20.0
CCCC(CC)OCC(O)CC(O)CCO,1,20.0
CCC(CCO)OCC(O)CC(O)CCO,1,20.0
CC(CCCO)OCC(O)CC(O)CCO,1,20.0
CC(O)CC(C)OCC(O)CC(O)CCO,1,20.0
CCC(O)C(C)OCC(O)CC(O)CCO,1,20.0
CCOC(C)COCC(O)CC(O)CCO,1,20.0
CC(COCC(O)CC(O)CCO)OCO,1,20.0
COC(CO)COCC(O)CC(O)CCO,1,20.0
CC(O)OCCOCC(O)CC(O)CCO,1,20.0
OCCOCCOCC(O)CC(O)CCO,1,20.0
OCCC(O)CC(O)COCCCC(O)O,1,20.0
OCCC(O)CC(O)COCCC(O)CO,1,20.0
OCCC(O)COCC(O)CC(O)CCO,1,20.0
CC(O)C(O)COCC(O)CC(O)CCO,1,20.0
CC1OCCCC1OCCCC(O)CCO,1,20.0
CC(OCO)C(C)OCCCC(O)CCO,1,20.0
COC(C)C(CO)OCCCC(O)CCO,1,20.0
COC(CO)C(C)OCCCC(O)CCO,1,20.0
CC(O)C(CCO)OCCCC(O)CCO,1,20.0
CC(O)C(OCCCC(O)CCO)C(C)O,1,20.0
CCC(OCCCC(O)CCO)C(O)CO,1,20.0
OCCC(O)CCCOC(CO)C(O)CO,1,20.0
OCCC(O)CCCOC1CCC(O)OC1,1,20.0
OCCC(O)CCCOC1COCC(O)C1,1,20.0
OCCC(O)CCCOC1COCCC1O,1,20.0
OCCC(O)CCCOC(CO)COCO,1,20.0
CCC(CCCO)OCCCC(O)CCO,1,20.0
CCC(CC(C)O)OCCCC(O)CCO,1,20.0
CCC(O)C(CC)OCCCC(O)CCO,1,20.0
CCCC(CCO)OCCCC(O)CCO,1,20.0
OCCC(O)CCCOC(CCO)CCO,1,20.0
CC(CC(O)CO)OCCCC(O)CCO,1,20.0
CC(OCCCC(O)CCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OCCCC(O)CCO,1,20.0
CC(O)OC(C)COCCCC(O)CCO,1,20.0
CC(COCCCC(O)CCO)OCCO,1,20.0
CCOC(CO)COCCCC(O)CCO,1,20.0
OCCC(O)CCCOCC(CO)OCO,1,20.0
OCCC(O)CCCOCCOC(O)CO,1,20.0
OCCC(O)CCCOCCC(O)C(O)O,1,20.0
OCCC(O)CCCOCC(O)CC(O)O,1,20.0
OCCC(O)CCCOCC(O)C(O)CO,1,20.0
COC(C)C(C)OCC(O)C(O)CCCO,1,20.0
CCC(OCC(O)C(O)CCCO)C(C)O,1,20.0
CC(O)C(CO)OCC(O)C(O)CCCO,1,20.0
CC(OCC(O)C(O)CCCO)C(O)CO,1,20.0
OCCCC(O)C(O)COC1CCCOC1,1,20.0
CC(COCO)OCC(O)C(O)CCCO,1,20.0
COCC(CO)OCC(O)C(O)CCCO,1,20.0
OCCCC(O)C(O)COC(CO)CCO,1,20.0
CCCC(CC)OCC(O)C(O)CCCO,1,20.0
CCC(CCO)OCC(O)C(O)CCCO,1,20.0
CC(CCCO)OCC(O)C(O)CCCO,1,20.0
CC(O)CC(C)OCC(O)C(O)CCCO,1,20.0
CCC(O)C(C)OCC(O)C(O)CCCO,1,20.0
CCOC(C)COCC(O)C(O)CCCO,1,20.0
CC(COCC(O)C(O)CCCO)OCO,1,20.0
COC(CO)COCC(O)C(O)CCCO,1,20.0
CC(O)OCCOCC(O)C(O)CCCO,1,20.0
OCCCC(O)C(O)COCCOCCO,1,20.0
OCCCC(O)C(O)COCCCC(O)O,1,20.0
OCCCC(O)C(O)COCCC(O)CO,1,20.0
OCCCC(O)C(O)COCC(O)CCO,1,20.0
CC(O)C(O)COCC(O)C(O)CCCO,1,20.0
CC1OCCCC1OCCC(O)CCCO,1,20.0
CC(OCO)C(C)OCCC(O)CCCO,1,20.0
COC(C)C(CO)OCCC(O)CCCO,1,20.0
COC(CO)C(C)OCCC(O)CCCO,1,20.0
CC(O)C(CCO)OCCC(O)CCCO,1,20.0
CC(O)C(OCCC(O)CCCO)C(C)O,1,20.0
CCC(OCCC(O)CCCO)C(O)CO,1,20.0
OCCCC(O)CCOC(CO)C(O)CO,1,20.0
OCCCC(O)CCOC1CCC(O)OC1,1,20.0
OCCCC(O)CCOC1COCC(O)C1,1,20.0
OCCCC(O)CCOC1COCCC1O,1,20.0
OCCCC(O)CCOC(CO)COCO,1,20.0
CCC(CCCO)OCCC(O)CCCO,1,20.0
CCC(CC(C)O)OCCC(O)CCCO,1,20.0
CCC(O)C(CC)OCCC(O)CCCO,1,20.0
CCCC(CCO)OCCC(O)CCCO,1,20.0
OCCCC(O)CCOC(CCO)CCO,1,20.0
CC(CC(O)CO)OCCC(O)CCCO,1,20.0
CC(OCCC(O)CCCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OCCC(O)CCCO,1,20.0
CC(O)OC(C)COCCC(O)CCCO,1,20.0
CC(COCCC(O)CCCO)OCCO,1,20.0
CCOC(CO)COCCC(O)CCCO,1,20.0
OCCCC(O)CCOCC(CO)OCO,1,20.0
OCCCC(O)CCOCCOC(O)CO,1,20.0
OCCCC(O)CCOCCC(O)C(O)O,1,20.0
OCCCC(O)CCOCC(O)CC(O)O,1,20.0
OCCCC(O)CCOCC(O)C(O)CO,1,20.0
CC1OCCCC1OCC(O)CCCCO,1,20.0
CC(OCO)C(C)OCC(O)CCCCO,1,20.0
COC(C)C(CO)OCC(O)CCCCO,1,20.0
COC(CO)C(C)OCC(O)CCCCO,1,20.0
CC(O)C(CCO)OCC(O)CCCCO,1,20.0
CC(O)C(OCC(O)CCCCO)C(C)O,1,20.0
CCC(OCC(O)CCCCO)C(O)CO,1,20.0
OCCCCC(O)COC(CO)C(O)CO,1,20.0
OCCCCC(O)COC1CCC(O)OC1,1,20.0
OCCCCC(O)COC1COCC(O)C1,1,20.0
OCCCCC(O)COC1COCCC1O,1,20.0
OCCCCC(O)COC(CO)COCO,1,20.0
CCC(CCCO)OCC(O)CCCCO,1,20.0
CCC(CC(C)O)OCC(O)CCCCO,1,20.0
CCC(O)C(CC)OCC(O)CCCCO,1,20.0
CCCC(CCO)OCC(O)CCCCO,1,20.0
OCCCCC(O)COC(CCO)CCO,1,20.0
CC(CC(O)CO)OCC(O)CCCCO,1,20.0
CC(OCC(O)CCCCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OCC(O)CCCCO,1,20.0
CC(O)OC(C)COCC(O)CCCCO,1,20.0
CC(COCC(O)CCCCO)OCCO,1,20.0
CCOC(CO)COCC(O)CCCCO,1,20.0
OCCCCC(O)COCC(CO)OCO,1,20.0
OCCCCC(O)COCCOC(O)CO,1,20.0
OCCCCC(O)COCCC(O)C(O)O,1,20.0
OCCCCC(O)COCC(O)CC(O)O,1,20.0
OCCCCC(O)COCC(O)C(O)CO,1,20.0
CC1OC(O)CCC1OCCCCCCO,1,20.0
CC1OCC(O)CC1OCCCCCCO,1,20.0
CC1OCCC(O)C1OCCCCCCO,1,20.0
OCCCCCCOC1CCCOC1CO,1,20.0
CC(OCO)C(CO)OCCCCCCO,1,20.0
CC(OCCCCCCO)C(CO)OCO,1,20.0
COC(CO)C(CO)OCCCCCCO,1,20.0
CC(O)C(OCCCCCCO)C(O)CO,1,20.0
OCCCCCCOC(CCO)C(O)CO,1,20.0
OCCCCCCOC1COC(O)C(O)C1,1,20.0
OCCCCCCOC1COC(O)CC1O,1,20.0
OCCCCCCOC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OCCCCCCO,1,20.0
CCC(OCCCCCCO)C(O)CCO,1,20.0
OCCCCCCOC(CCO)CCCO,1,20.0
CCC(OCCCCCCO)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OCCCCCCO,1,20.0
CCC(O)C(CCO)OCCCCCCO,1,20.0
CC(OCCCCCCO)C(O)C(O)CO,1,20.0
CC(COCCCCCCO)OC(O)CO,1,20.0
CC(O)OC(CO)COCCCCCCO,1,20.0
OCCCCCCOCC(CO)OCCO,1,20.0
OCCCCCCOCC(O)C(O)C(O)O,1,20.0
COC(C)C(C)OC(OCCO)C(O)CO,1,20.0
CCC(OC(OCCO)C(O)CO)C(C)O,1,20.0
CC(O)C(CO)OC(OCCO)C(O)CO,1,20.0
CC(OC(OCCO)C(O)CO)C(O)CO,1,20.0
OCCOC(OC1CCCOC1)C(O)CO,1,20.0
CC(COCO)OC(OCCO)C(O)CO,1,20.0
COCC(CO)OC(OCCO)C(O)CO,1,20.0
OCCOC(OC(CO)CCO)C(O)CO,1,20.0
CCCC(CC)OC(OCCO)C(O)CO,1,20.0
CCC(CCO)OC(OCCO)C(O)CO,1,20.0
CC(CCCO)OC(OCCO)C(O)CO,1,20.0
CC(O)CC(C)OC(OCCO)C(O)CO,1,20.0
CCC(O)C(C)OC(OCCO)C(O)CO,1,20.0
CCOC(C)COC(OCCO)C(O)CO,1,20.0
CC(COC(OCCO)C(O)CO)OCO,1,20.0
COC(CO)COC(OCCO)C(O)CO,1,20.0
CC(O)OCCOC(OCCO)C(O)CO,1,20.0
OCCOCCOC(OCCO)C(O)CO,1,20.0
OCCOC(OCCCC(O)O)C(O)CO,1,20.0
OCCOC(OCCC(O)CO)C(O)CO,1,20.0
OCCOC(OCC(O)CCO)C(O)CO,1,20.0
CC(O)C(O)COC(OCCO)C(O)CO,1,20.0
CC1OCCCC1OC(CCO)OCCO,1,20.0
CC(OCO)C(C)OC(CCO)OCCO,1,20.0
COC(C)C(CO)OC(CCO)OCCO,1,20.0
COC(CO)C(C)OC(CCO)OCCO,1,20.0
CC(O)C(CCO)OC(CCO)OCCO,1,20.0
CC(O)C(OC(CCO)OCCO)C(C)O,1,20.0
CCC(OC(CCO)OCCO)C(O)CO,1,20.0
OCCOC(CCO)OC(CO)C(O)CO,1,20.0
OCCOC(CCO)OC1CCC(O)OC1,1,20.0
OCCOC(CCO)OC1COCC(O)C1,1,20.0
OCCOC(CCO)OC1COCCC1O,1,20.0
OCCOC(CCO)OC(CO)COCO,1,20.0
CCC(CCCO)OC(CCO)OCCO,1,20.0
CCC(CC(C)O)OC(CCO)OCCO,1,20.0
CCC(O)C(CC)OC(CCO)OCCO,1,20.0
CCCC(CCO)OC(CCO)OCCO,1,20.0
OCCOC(CCO)OC(CCO)CCO,1,20.0
CC(CC(O)CO)OC(CCO)OCCO,1,20.0
CC(OC(CCO)OCCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OC(CCO)OCCO,1,20.0
CC(O)OC(C)COC(CCO)OCCO,1,20.0
CC(COC(CCO)OCCO)OCCO,1,20.0
CCOC(CO)COC(CCO)OCCO,1,20.0
OCCOC(CCO)OCC(CO)OCO,1,20.0
OCCOC(CCO)OCCOC(O)CO,1,20.0
OCCOC(CCO)OCCC(O)C(O)O,1,20.0
OCCOC(CCO)OCC(O)CC(O)O,1,20.0
OCCOC(CCO)OCC(O)C(O)CO,1,20.0
CC(O)C(OCCO)OC1CCCOC1C,1,20.0
CC(O)C(OCCO)OC(C)C(C)OCO,1,20.0
COC(C)C(CO)OC(OCCO)C(C)O,1,20.0
COC(CO)C(C)OC(OCCO)C(C)O,1,20.0
CC(O)C(CCO)OC(OCCO)C(C)O,1,20.0
CC(O)C(OCCO)OC(C(C)O)C(C)O,1,20.0
CCC(OC(OCCO)C(C)O)C(O)CO,1,20.0
CC(O)C(OCCO)OC(CO)C(O)CO,1,20.0
CC(O)C(OCCO)OC1CCC(O)OC1,1,20.0
CC(O)C(OCCO)OC1COCC(O)C1,1,20.0
CC(O)C(OCCO)OC1COCCC1O,1,20.0
CC(O)C(OCCO)OC(CO)COCO,1,20.0
CCC(CCCO)OC(OCCO)C(C)O,1,20.0
CCC(CC(C)O)OC(OCCO)C(C)O,1,20.0
CCC(O)C(CC)OC(OCCO)C(C)O,1,20.0
CCCC(CCO)OC(OCCO)C(C)O,1,20.0
CC(O)C(OCCO)OC(CCO)CCO,1,20.0
CC(CC(O)CO)OC(OCCO)C(C)O,1,20.0
CC(O)C(OCCO)OC(C)C(O)CCO,1,20.0
CC(O)C(OCCO)OC(C)C(O)C(C)O,1,20.0
CC(O)OC(C)COC(OCCO)C(C)O,1,20.0
CC(COC(OCCO)C(C)O)OCCO,1,20.0
CCOC(CO)COC(OCCO)C(C)O,1,20.0
CC(O)C(OCCO)OCC(CO)OCO,1,20.0
CC(O)C(OCCO)OCCOC(O)CO,1,20.0
CC(O)C(OCCO)OCCC(O)C(O)O,1,20.0
CC(O)C(OCCO)OCC(O)CC(O)O,1,20.0
CC(O)C(OCCO)OCC(O)C(O)CO,1,20.0
CCC(OCCO)OC1CCC(O)OC1C,1,20.0
CCC(OCCO)OC1CC(O)COC1C,1,20.0
CCC(OCCO)OC1C(O)CCOC1C,1,20.0
CCC(OCCO)OC1CCCOC1CO,1,20.0
CCC(OCCO)OC(CO)C(C)OCO,1,20.0
CCC(OCCO)OC(C)C(CO)OCO,1,20.0
CCC(OCCO)OC(CO)C(CO)OC,1,20.0
CCC(OCCO)OC(C(C)O)C(O)CO,1,20.0
CCC(OCCO)OC(CCO)C(O)CO,1,20.0
CCC(OCCO)OC1COC(O)C(O)C1,1,20.0
CCC(OCCO)OC1COC(O)CC1O,1,20.0
CCC(OCCO)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(CC)OCCO,1,20.0
CCC(OCCO)OC(CC)C(O)CCO,1,20.0
CCC(OCCO)OC(CCO)CCCO,1,20.0
CCC(OCCO)OC(CC)C(O)C(C)O,1,20.0
CCC(OCCO)OC(CCO)CC(C)O,1,20.0
CCC(OCCO)OC(CCO)C(O)CC,1,20.0
CCC(OCCO)OC(C)C(O)C(O)CO,1,20.0
CCC(OCCO)OCC(C)OC(O)CO,1,20.0
CCC(OCCO)OCC(CO)OC(C)O,1,20.0
CCC(OCCO)OCC(CO)OCCO,1,20.0
CCC(OCCO)OCC(O)C(O)C(O)O,1,20.0
CC1OC(O)CCC1OC(CO)OCCO,1,20.0
CC1OCC(O)CC1OC(CO)OCCO,1,20.0
CC1OCCC(O)C1OC(CO)OCCO,1,20.0
OCCOC(CO)OC1CCCOC1CO,1,20.0
CC(OCO)C(CO)OC(CO)OCCO,1,20.0
CC(OC(CO)OCCO)C(CO)OCO,1,20.0
COC(CO)C(CO)OC(CO)OCCO,1,20.0
CC(O)C(OC(CO)OCCO)C(O)CO,1,20.0
OCCOC(CO)OC(CCO)C(O)CO,1,20.0
OCCOC(CO)OC1COC(O)C(O)C1,1,20.0
OCCOC(CO)OC1COC(O)CC1O,1,20.0
OCCOC(CO)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(CO)OCCO,1,20.0
CCC(OC(CO)OCCO)C(O)CCO,1,20.0
OCCCC(CCO)OC(CO)OCCO,1,20.0
CCC(OC(CO)OCCO)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC(CO)OCCO,1,20.0
CCC(O)C(CCO)OC(CO)OCCO,1,20.0
CC(OC(CO)OCCO)C(O)C(O)CO,1,20.0
CC(COC(CO)OCCO)OC(O)CO,1,20.0
CC(O)OC(CO)COC(CO)OCCO,1,20.0
OCCOC(CO)COC(CO)OCCO,1,20.0
OCCOC(CO)OCC(O)C(O)C(O)O,1,20.0
CC(OCCO)OC1CC(O)C(O)OC1C,1,20.0
CC(OCCO)OC1C(O)CC(O)OC1C,1,20.0
CC(OCCO)OC1CCC(O)OC1CO,1,20.0
CC(OCCO)OC1C(C)OCC(O)C1O,1,20.0
CC(OCCO)OC1CC(O)COC1CO,1,20.0
CC(OCCO)OC1C(O)CCOC1CO,1,20.0
CC(OCCO)OC(CO)C(CO)OCO,1,20.0
CC(OCCO)OC(C(O)CO)C(O)CO,1,20.0
CC(OCCO)OC1COC(O)C(O)C1O,1,20.0
CCC(OC(C)OCCO)C(O)C(O)CO,1,20.0
CC(OCCO)OC(CCO)CC(O)CO,1,20.0
CC(OCCO)OC(CCO)C(O)CCO,1,20.0
CC(OCCO)OC(CCO)C(O)C(C)O,1,20.0
CC(OCCO)OCC(CO)OC(O)CO,1,20.0
CC1OC(O)C(O)C(O)C1OCOCCO,1,20.0
OCCOCOC1CC(O)C(O)OC1CO,1,20.0
OCCOCOC1C(O)CC(O)OC1CO,1,20.0
OCCOCOC1C(CO)OCC(O)C1O,1,20.0
OCCOCOC(CCO)C(O)C(O)CO,1,20.0
CC(O)C(C)OC1OC(C)C(O)C(O)C1O,1,20.0
COCC(C)OC1OC(C)C(O)C(O)C1O,1,20.0
CCC(CO)OC1OC(C)C(O)C(O)C1O,1,20.0
CC1OC(OC(CO)CO)C(O)C(O)C1O,1,20.0
CCC(CC)OC1OC(C)C(O)C(O)C1O,1,20.0
CC(CCO)OC1OC(C)C(O)C(O)C1O,1,20.0
CCCC(C)OC1OC(C)C(O)C(O)C1O,1,20.0
COC(C)COC1OC(C)C(O)C(O)C1O,1,20.0
CC1OC(OCC(O)CO)C(O)C(O)C1O,1,20.0
CCOCCOC1OC(C)C(O)C(O)C1O,1,20.0
CC1OC(OCCOCO)C(O)C(O)C1O,1,20.0
CC1OC(OCCCCO)C(O)C(O)C1O,1,20.0
CC(O)CCOC1OC(C)C(O)C(O)C1O,1,20.0
CCC(O)COC1OC(C)C(O)C(O)C1O,1,20.0
COC(C)C(C)OC1CC(O)C(O)C(C)O1,1,20.0
CCC(OC1CC(O)C(O)C(C)O1)C(C)O,1,20.0
CC(O)C(CO)OC1CC(O)C(O)C(C)O1,1,20.0
CC(OC1CC(O)C(O)C(C)O1)C(O)CO,1,20.0
CC1OC(OC2CCCOC2)CC(O)C1O,1,20.0
CC(COCO)OC1CC(O)C(O)C(C)O1,1,20.0
COCC(CO)OC1CC(O)C(O)C(C)O1,1,20.0
CC1OC(OC(CO)CCO)CC(O)C1O,1,20.0
CCCC(CC)OC1CC(O)C(O)C(C)O1,1,20.0
CCC(CCO)OC1CC(O)C(O)C(C)O1,1,20.0
CC(CCCO)OC1CC(O)C(O)C(C)O1,1,20.0
CC(O)CC(C)OC1CC(O)C(O)C(C)O1,1,20.0
CCC(O)C(C)OC1CC(O)C(O)C(C)O1,1,20.0
CCOC(C)COC1CC(O)C(O)C(C)O1,1,20.0
CC(COC1CC(O)C(O)C(C)O1)OCO,1,20.0
COC(CO)COC1CC(O)C(O)C(C)O1,1,20.0
CC(O)OCCOC1CC(O)C(O)C(C)O1,1,20.0
CC1OC(OCCOCCO)CC(O)C1O,1,20.0
CC1OC(OCCCC(O)O)CC(O)C1O,1,20.0
CC1OC(OCCC(O)CO)CC(O)C1O,1,20.0
CC1OC(OCC(O)CCO)CC(O)C1O,1,20.0
CC(O)C(O)COC1CC(O)C(O)C(C)O1,1,20.0
COC(C)C(C)OC1OC(C)C(O)CC1O,1,20.0
CCC(OC1OC(C)C(O)CC1O)C(C)O,1,20.0
CC(O)C(CO)OC1OC(C)C(O)CC1O,1,20.0
